ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1507,52,27,25,95138,2,0.0,1,0,0,0,0,1,1
1607,35,10,33,90266,4,1.7,1,87,0,0,0,1,0
1767,64,38,22,92697,2,0.2,3,0,0,1,0,0,0
5000,28,4,83,92612,3,0.8,1,0,0,0,0,1,1
1239,28,2,63,91116,2,1.6,3,0,0,0,0,1,0
4321,40,15,143,94801,1,4.1,1,0,0,0,0,1,0
1241,52,27,15,91320,4,0.8,1,101,0,0,0,0,0
4715,27,3,81,90291,3,1.5,1,307,0,1,1,1,1
4775,56,32,22,91768,1,1.2,3,0,0,0,0,1,1
4621,52,26,84,94132,1,2.4,1,0,0,0,0,1,0
4498,45,21,85,95136,2,3.2,1,0,0,1,0,1,0
740,49,23,82,91902,2,2.4,2,0,0,0,0,0,0
2946,45,19,30,94305,3,0.5,2,0,0,0,0,1,1
2906,64,40,8,94110,2,0.3,3,0,0,0,0,1,0
3854,45,21,83,94105,4,2.0,3,0,0,0,0,1,0
3119,64,39,114,90095,1,0.8,3,0,0,0,0,1,0
4334,51,26,59,90095,1,1.2,1,139,0,0,0,1,0
3546,48,22,174,95827,1,2.4,1,0,0,0,0,1,0
4128,43,19,82,95758,2,1.8,2,0,0,0,0,1,1
4496,38,14,82,95616,4,2.67,1,0,0,0,0,0,0
1553,29,5,195,94301,1,4.3,1,0,0,0,0,0,0
3775,51,26,52,92521,4,1.8,3,0,0,0,0,1,0
2728,45,19,69,90840,1,2.8,1,220,0,0,0,1,1
2028,38,12,179,94596,2,0.0,1,380,0,0,0,0,0
647,58,33,61,90033,4,1.7,1,0,0,0,0,0,0
276,49,24,50,94706,4,1.8,3,0,0,1,0,0,0
2851,58,34,125,94720,1,4.3,1,219,0,0,0,0,0
2825,62,36,44,92867,2,0.3,1,0,0,0,0,0,0
3491,33,9,38,95814,1,1.33,1,115,0,0,0,0,0
3825,23,-1,12,95064,4,1.0,1,0,0,1,0,0,1
2274,27,1,83,91775,4,2.1,3,0,0,0,0,1,1
4506,40,15,90,94063,4,1.1,2,0,0,1,0,1,0
822,39,13,33,92093,4,1.5,3,0,0,0,0,0,0
4078,26,0,71,92093,4,1.8,2,0,0,1,0,1,0
2280,47,23,34,91711,4,0.6,1,0,0,0,1,1,1
451,51,25,69,95747,1,0.3,1,0,0,0,0,1,1
3890,26,0,19,93014,1,0.1,2,121,0,0,0,1,0
4436,46,21,34,90840,2,1.3,1,116,0,0,0,0,0
842,57,33,121,94542,1,4.3,1,0,0,1,0,0,0
1570,51,27,44,94305,3,1.9,2,141,0,0,0,0,0
2074,46,20,54,91107,1,0.7,3,154,0,0,0,1,1
3609,59,35,202,94025,1,4.7,1,553,0,0,0,0,0
1434,51,25,68,92647,2,1.5,2,117,0,0,0,0,1
1576,50,26,88,90037,1,2.7,1,0,0,0,0,1,0
4977,29,5,31,95039,1,1.8,2,0,0,0,0,1,1
715,50,23,98,92068,3,2.0,2,0,0,0,0,0,0
3231,65,40,48,94708,3,2.4,1,0,0,0,0,0,1
1221,41,17,165,94143,2,8.0,1,0,0,0,0,1,0
3800,37,11,44,93109,4,0.2,1,0,0,0,0,0,1
1964,62,38,50,94539,2,1.1,1,0,0,0,0,0,1
2709,49,24,75,95670,1,2.8,2,160,0,0,0,0,1
1229,56,30,45,92870,1,0.2,1,98,0,0,0,0,0
1750,46,22,52,95814,2,2.1,3,221,0,0,0,0,0
2143,55,31,62,93943,4,1.5,1,0,0,0,0,1,0
4139,47,22,114,95819,1,0.6,1,0,0,1,1,1,1
3014,45,21,183,90029,2,1.4,1,0,0,0,0,1,1
4893,43,19,35,94112,1,0.3,3,120,0,1,0,1,0
2123,55,29,64,93437,3,0.8,1,119,0,0,0,0,1
270,43,13,33,95039,1,0.75,3,0,0,0,0,0,0
69,47,21,60,93407,3,2.1,1,0,0,0,0,1,1
4022,40,14,42,90638,2,0.3,1,106,0,0,0,0,1
23,29,5,62,90277,1,1.2,1,260,0,0,0,1,0
504,31,5,39,94022,4,1.8,3,185,0,0,0,0,1
3701,48,22,128,94608,1,5.7,1,0,0,1,0,0,0
4278,40,16,138,92612,1,3.5,1,0,0,0,0,1,0
1792,48,22,139,94309,1,0.0,1,0,0,0,1,1,1
2122,41,17,38,92182,4,2.2,2,180,0,0,0,0,1
2217,64,40,89,94707,1,3.8,1,0,0,0,0,0,0
189,64,40,169,91320,2,2.1,1,122,0,0,0,1,0
2859,36,11,158,95054,2,7.8,1,114,0,0,0,1,1
564,51,27,12,94608,4,1.0,1,0,0,0,0,1,0
912,47,21,68,94538,4,2.6,3,0,0,0,0,0,0
4218,45,21,29,95051,1,0.3,3,105,0,0,0,1,1
1215,61,36,15,92521,4,0.4,2,0,0,0,0,0,0
2124,28,2,9,95014,1,0.1,2,0,0,0,0,1,0
914,57,32,34,92507,2,2.0,2,0,0,1,0,0,0
3820,57,27,50,93950,4,2.0,3,0,0,0,0,1,0
2492,38,14,80,92868,2,2.7,1,0,0,0,0,1,0
3857,56,30,81,90401,4,2.6,3,0,0,0,0,1,0
2983,59,33,111,95120,3,4.4,1,0,0,0,0,1,0
59,28,2,93,94065,2,0.2,1,0,0,0,0,0,0
4091,42,18,49,92717,3,2.1,3,0,0,1,0,1,0
3631,41,16,79,95020,1,4.0,3,225,0,0,0,1,0
542,30,6,141,95014,2,4.33,1,0,0,0,0,0,0
4773,26,2,95,92130,3,0.8,1,0,0,0,0,1,0
3801,64,38,35,93955,1,0.5,3,0,0,0,0,1,0
3917,50,26,12,92121,1,0.2,1,96,0,0,0,0,0
2418,25,0,53,90095,2,1.6,3,0,0,0,0,1,1
3682,33,9,139,95054,1,4.3,1,0,0,0,0,0,0
3105,56,31,48,91775,2,2.1,3,0,0,0,0,0,1
4420,42,17,85,93065,1,3.7,3,272,0,0,0,0,0
2956,54,29,44,95518,2,2.3,3,187,0,0,0,1,0
1711,31,5,29,95405,2,0.3,2,131,0,0,0,1,1
2720,47,21,53,95929,1,1.5,2,0,0,0,0,1,0
1935,44,20,69,95814,1,0.8,3,0,0,0,0,1,1
3938,39,15,123,91604,2,2.2,1,92,0,0,0,0,1
3336,35,10,118,92069,2,7.8,1,358,0,0,0,0,0
3807,34,8,41,92096,4,0.8,1,0,0,0,0,0,0
3081,48,22,40,94063,3,2.2,2,87,0,0,0,1,0
4028,46,21,42,93727,4,1.9,3,0,0,0,0,1,0
385,51,25,21,9307,4,0.6,3,0,0,0,0,1,1
2311,32,6,32,92806,2,0.3,1,0,0,0,0,0,0
2366,43,18,22,91311,2,0.3,2,0,0,0,0,0,0
46,57,31,52,94720,4,2.5,1,0,0,0,0,0,1
4914,30,4,110,93943,1,2.9,3,0,0,0,0,1,0
2158,25,0,71,93727,4,0.2,1,78,0,1,0,0,0
1623,39,14,24,94611,2,0.3,2,0,0,0,0,1,0
4879,34,9,41,92093,1,1.0,1,0,0,0,0,1,0
2574,58,34,80,90095,2,1.6,1,0,0,0,0,1,1
2655,60,36,49,94965,4,2.2,1,204,0,1,0,1,0
2874,48,23,35,93943,1,0.1,1,0,0,1,0,1,0
3953,61,36,124,94611,2,3.9,1,0,0,1,0,0,1
3634,51,25,93,90048,1,0.3,1,0,0,0,0,1,0
649,50,25,34,95621,1,1.3,2,0,0,0,0,1,0
4514,43,19,114,92325,1,1.7,1,0,0,0,0,1,0
3108,41,17,55,92374,2,1.7,1,0,0,0,0,0,0
3145,43,18,104,91711,3,1.0,1,0,0,0,0,1,0
2753,51,25,34,95819,3,0.9,3,111,0,0,0,1,0
13,48,23,114,93106,2,3.8,3,0,0,1,0,0,0
4837,54,24,72,93943,3,1.4,3,218,0,0,0,0,1
2891,48,24,18,94304,4,0.2,1,0,0,0,0,1,1
1634,62,38,53,92121,1,0.0,2,0,0,0,0,0,0
3540,56,30,60,91380,1,2.2,3,0,0,0,0,0,0
856,59,33,113,92152,2,2.0,1,77,0,0,0,1,0
2777,46,20,140,93106,2,6.3,1,380,0,0,0,1,1
2237,51,24,23,95616,1,0.5,2,0,0,0,0,1,0
713,41,16,10,94123,2,0.3,2,0,0,0,0,1,0
379,47,23,38,94618,2,2.1,3,0,0,0,0,0,0
1677,46,20,74,92821,4,2.6,3,104,0,0,0,1,0
2546,25,-1,39,94720,3,2.4,2,0,0,0,0,1,0
644,45,21,152,91902,2,1.4,1,0,0,0,0,1,0
3503,32,8,58,95616,3,2.0,1,90,0,0,0,1,0
3794,54,28,140,91711,1,2.9,1,0,0,0,0,1,0
1616,62,36,63,93109,1,2.5,3,0,0,0,0,0,0
2278,30,6,32,91330,2,1.0,2,0,0,0,0,0,0
2517,28,3,74,94720,3,2.6,3,0,0,0,0,0,0
4738,61,36,85,94998,3,1.8,2,0,0,0,0,0,0
4707,60,36,8,92626,2,1.0,1,0,0,0,0,0,0
3316,48,22,80,94720,3,1.1,1,0,0,0,0,0,0
4729,59,35,31,90630,3,0.4,2,0,0,0,0,1,0
707,58,34,148,95819,1,4.7,1,0,0,0,0,1,0
1209,50,26,48,91711,1,1.6,2,0,0,0,0,0,1
539,31,5,11,94534,1,0.4,2,76,0,0,0,0,1
4693,59,35,32,92064,3,0.4,2,0,0,0,0,0,1
1986,31,7,31,94920,4,0.4,2,79,0,0,0,0,0
1567,61,35,40,95064,1,0.8,2,128,0,0,0,1,0
3377,46,21,170,95136,2,2.8,1,0,0,0,0,0,0
1449,41,16,49,92122,3,0.5,3,0,0,0,0,1,0
3209,53,29,61,95032,4,1.6,2,0,0,0,0,1,0
1271,43,18,60,91311,2,2.2,3,0,0,0,0,0,1
2134,39,15,41,95035,1,2.0,2,176,0,0,0,1,0
4307,35,11,41,92123,3,2.0,1,0,0,0,0,1,0
3164,51,27,52,94132,2,1.0,3,0,0,0,0,0,0
288,37,12,62,92110,3,0.7,2,0,0,0,0,0,1
410,49,22,82,90019,1,2.67,2,125,0,0,0,1,0
4341,34,10,92,90024,2,2.7,1,0,0,1,1,0,1
4370,50,25,19,94005,4,0.4,2,103,0,0,0,1,1
2076,40,16,53,94123,4,2.0,3,0,0,0,0,0,0
1183,28,2,19,94720,4,0.4,1,0,0,0,0,1,1
3702,58,33,95,90503,1,2.6,1,0,0,0,0,1,0
2685,30,5,98,92028,4,1.8,3,129,0,1,1,1,1
3685,57,31,51,92093,4,1.7,2,103,0,0,0,1,0
1624,63,38,153,90045,1,1.3,1,455,0,0,0,0,0
2657,40,15,144,91040,1,4.1,1,0,0,0,0,0,0
71,42,18,115,91335,1,3.5,1,0,0,0,0,0,1
4512,41,17,9,91911,1,1.0,1,0,0,0,0,1,1
3131,23,-2,82,92152,2,1.8,2,0,0,1,0,0,1
2380,42,18,110,94720,2,6.1,1,182,0,0,0,1,0
4673,52,26,180,95831,1,1.7,1,550,0,0,0,1,0
1398,65,41,45,95521,3,0.1,3,0,0,0,0,1,0
3291,52,27,113,92038,1,0.1,3,0,0,0,0,0,0
3722,32,6,13,91040,4,0.3,1,0,0,1,1,1,1
3695,38,8,21,92037,1,0.67,3,0,0,0,0,1,0
628,45,19,70,92677,3,2.1,1,0,0,0,0,1,0
918,45,20,200,90405,2,8.8,1,0,0,0,0,1,1
1265,58,33,138,94546,2,3.9,1,0,0,0,0,1,0
1099,46,20,114,90720,1,0.0,1,0,0,0,0,1,1
2533,53,28,19,94608,4,0.8,1,106,0,0,0,0,1
266,49,23,23,94305,4,0.6,3,98,0,1,0,0,0
1939,30,4,38,90245,1,1.9,3,0,0,0,0,1,0
4840,34,8,52,95060,4,0.2,1,0,0,0,0,1,0
4874,59,35,165,94309,2,6.0,1,0,0,0,0,1,0
1879,56,30,59,95833,3,0.8,1,159,0,1,0,1,0
4613,32,6,18,92007,2,0.3,2,0,0,0,0,1,0
1647,52,26,93,91745,1,2.4,1,0,0,0,0,1,0
2234,59,35,39,92028,1,1.8,3,0,0,0,0,1,0
3444,44,18,54,90639,1,2.8,1,202,0,0,0,0,0
2758,63,38,50,93943,2,2.8,1,205,0,0,0,0,0
2797,57,32,30,94024,2,2.0,2,0,0,0,0,0,0
1693,58,32,32,93014,3,1.4,1,0,0,0,0,1,0
4779,52,27,22,90755,4,0.8,1,0,0,0,0,1,1
3084,40,16,78,90720,4,2.4,1,0,0,1,1,1,0
265,45,19,38,90840,2,0.7,1,0,0,0,0,0,0
1921,54,28,31,92130,2,0.4,3,0,0,0,0,0,0
3174,34,10,35,94309,1,1.7,1,0,0,0,0,1,0
4538,62,36,63,95929,1,2.5,3,0,0,0,0,1,1
3216,40,15,19,90630,4,0.2,3,0,0,0,0,1,0
3557,35,11,30,94303,1,1.7,1,0,0,1,0,0,1
137,59,32,49,95035,4,2.5,2,0,0,0,0,1,0
2939,33,9,61,93943,3,2.6,2,0,0,0,0,1,0
3167,29,4,80,90028,1,0.8,2,0,0,0,0,1,1
1050,35,10,23,94501,4,0.2,3,0,0,0,0,1,0
4748,49,25,91,94704,4,1.4,2,0,0,0,0,1,0
586,34,4,83,92653,4,4.0,3,0,0,0,0,1,0
2937,49,22,81,94301,3,2.0,2,0,0,0,0,1,0
3813,39,13,52,94720,1,2.0,1,0,0,0,0,0,1
1026,62,37,50,94545,3,1.5,1,169,0,0,0,1,0
3338,59,29,61,92008,3,2.0,3,0,0,0,0,1,0
470,48,23,10,94609,2,0.7,3,0,0,0,0,1,1
3934,39,14,40,91302,1,2.5,3,0,0,0,0,1,0
1075,39,14,75,95762,3,3.0,1,0,0,0,0,0,1
370,31,6,58,95051,2,2.5,1,0,0,0,0,0,1
307,55,29,79,92373,3,0.8,1,0,0,0,0,1,1
4233,39,15,53,94116,1,1.8,1,0,0,0,0,0,0
2061,54,29,34,92093,4,0.1,3,0,0,0,0,1,1
4153,44,18,91,91361,2,0.8,3,0,0,0,0,1,0
3092,58,32,42,95020,3,1.4,3,158,0,0,0,0,1
3354,49,23,19,94521,4,0.6,3,0,0,0,0,1,1
4455,50,24,38,94143,3,0.6,2,0,0,0,0,1,0
2446,47,23,25,93106,1,0.9,3,0,0,0,0,1,0
3413,55,29,79,90029,4,4.9,1,0,0,0,0,0,0
2409,48,22,85,94105,3,1.1,1,203,0,0,0,1,0
1537,36,12,73,95617,4,2.0,3,188,0,0,0,1,0
507,51,25,44,94608,3,0.9,3,0,0,0,0,0,0
2694,55,29,62,90089,1,0.2,1,0,0,0,0,1,0
3186,35,10,128,92843,1,3.8,1,0,0,0,0,1,0
316,24,-2,51,90630,3,0.3,3,0,0,0,0,1,0
4652,48,24,58,94005,2,1.7,1,0,0,0,0,0,0
3768,40,16,83,95819,4,2.67,1,0,0,0,0,1,1
402,29,2,30,95747,4,1.5,2,112,0,0,0,0,1
1464,35,10,94,91343,1,0.0,1,174,0,0,0,1,0
3994,30,6,13,93555,3,0.9,3,0,0,0,0,1,0
3110,60,34,40,93940,3,2.2,3,0,0,1,0,1,0
1985,26,1,55,92630,4,1.7,2,175,0,0,0,1,0
601,56,30,141,94143,2,0.5,1,0,0,0,0,1,0
3734,58,32,72,94105,3,0.3,2,0,0,0,0,1,0
3616,58,34,149,95616,2,6.0,1,0,0,0,0,1,1
2107,62,38,132,90210,1,2.9,1,0,0,0,0,0,0
3341,29,3,54,94104,4,1.8,3,0,0,0,0,0,0
460,35,10,200,91107,2,3.0,1,458,0,0,0,0,0
4714,25,1,122,93022,2,0.2,1,0,0,0,0,1,0
458,29,3,69,94303,3,0.3,3,0,0,0,0,0,0
3394,37,11,81,95123,3,0.9,2,0,0,0,0,1,1
1643,27,3,84,95814,3,1.5,1,0,0,0,0,1,1
287,51,25,45,94806,3,0.6,2,131,0,0,0,1,0
4892,56,31,61,90024,4,0.9,1,0,0,1,1,1,1
4640,51,25,33,92866,3,0.9,3,0,0,0,0,1,1
2739,35,9,103,95120,2,4.5,3,0,0,0,0,1,0
4697,59,35,70,92103,4,2.3,3,0,0,0,0,0,0
455,50,24,29,94110,3,0.9,3,0,0,0,0,0,0
4025,41,15,82,94720,3,0.1,1,0,0,0,0,1,0
508,64,40,32,91380,3,0.1,3,0,0,0,0,1,0
1370,57,33,43,91902,1,1.8,3,0,0,0,0,0,0
1426,64,38,40,91330,1,2.5,3,94,0,0,0,1,1
4407,50,25,24,95133,4,0.4,2,137,0,0,0,1,0
1574,44,20,69,92028,1,0.8,3,184,0,0,1,1,1
3538,60,34,19,92093,3,0.3,3,0,0,0,0,1,0
1534,62,37,155,93943,1,1.3,1,0,0,0,0,0,0
2602,50,24,32,90277,1,1.4,3,167,0,0,0,0,0
4580,58,32,41,94305,1,0.2,1,81,0,0,0,1,0
1757,42,17,23,95053,2,0.0,3,0,0,0,0,0,0
41,57,32,84,92672,3,1.6,3,0,0,1,0,0,0
1298,61,35,90,95814,4,1.9,2,0,0,0,0,1,0
411,47,23,110,94111,2,3.3,1,0,0,0,0,1,1
1809,55,31,50,93010,4,1.5,1,0,0,0,0,1,0
431,51,26,113,94086,1,1.3,3,161,0,0,0,1,0
2636,40,14,33,95616,2,0.8,3,89,0,0,0,1,0
3415,61,36,18,95010,1,1.3,1,0,0,0,0,0,0
2071,62,37,95,91107,3,0.5,1,0,0,0,0,0,0
3560,51,25,68,94065,1,1.5,2,0,0,0,0,0,0
3648,41,14,32,91605,3,1.0,2,0,0,0,0,0,1
2412,47,22,65,91330,3,2.7,2,0,0,0,0,1,0
2551,32,8,20,93106,1,0.5,3,102,0,0,0,1,0
1692,56,32,48,94117,1,1.6,3,0,0,0,0,0,1
3856,42,18,143,95630,1,1.7,1,0,0,1,0,1,0
