ID,Age,Experience,Income,ZIP_Code,Family,CCAvg,Education,Mortgage,Personal_Loan,Securities_Account,CD_Account,Online,CreditCard
4520,45,21,32,92399,4,0.6,1,77,0,0,0,0,1
4091,42,18,49,92717,3,2.1,3,0,0,1,0,1,0
452,28,-2,48,94132,2,1.75,3,89,0,0,0,1,0
4265,57,31,40,94304,2,0.3,1,0,0,1,1,1,1
903,57,33,95,95054,2,1.6,1,0,0,0,0,0,0
1046,43,18,84,92096,1,4.0,3,0,0,0,0,0,0
2600,44,20,71,91006,4,2.0,3,0,0,0,0,0,1
565,33,7,32,94904,1,0.6,3,152,0,0,0,0,0
3535,34,10,61,95006,3,2.0,1,0,0,0,0,0,1
4080,65,40,75,90036,3,2.2,1,0,0,0,0,1,0
1980,41,17,11,91330,1,1.0,1,0,0,0,0,0,0
4657,47,21,38,91101,3,0.6,2,0,0,1,0,0,0
2645,40,14,28,94061,2,0.8,3,0,0,0,0,0,0
3436,33,8,58,92037,4,1.3,1,0,0,1,0,0,0
2742,29,3,49,90266,1,1.5,1,0,0,0,0,0,0
1779,27,3,32,94710,3,1.0,2,0,0,0,0,0,0
3855,31,6,83,94720,4,1.8,3,0,0,0,0,1,0
1907,42,17,98,92866,2,0.4,1,275,0,0,0,1,0
4990,24,0,38,93555,1,1.0,3,0,0,0,0,1,0
160,61,35,41,94545,4,1.7,2,0,0,1,0,1,0
525,24,-1,75,93014,4,0.2,1,0,0,0,0,1,0
1874,28,4,69,94538,3,0.7,2,80,0,0,0,1,0
4932,57,27,55,95616,1,1.4,3,0,0,0,0,1,0
2638,51,26,69,94005,3,2.0,2,0,0,0,0,1,0
4662,43,19,129,95039,1,5.0,1,0,0,1,0,1,0
1418,42,18,52,94061,2,2.5,1,0,0,0,0,0,0
1767,64,38,22,92697,2,0.2,3,0,0,1,0,0,0
2977,33,8,82,95747,1,2.6,2,0,0,1,1,1,1
817,49,23,65,94035,3,0.7,2,263,0,0,0,1,1
4718,29,5,121,95449,1,1.5,1,0,0,0,0,1,0
3625,58,28,70,92028,1,1.4,3,0,0,0,0,0,0
2556,58,32,110,94143,3,1.7,2,0,0,0,0,0,0
1781,49,24,82,95051,1,2.9,1,267,0,0,0,1,0
877,40,14,58,94025,2,2.8,1,0,0,0,0,1,0
2646,36,12,93,95125,2,2.2,1,0,0,0,0,1,0
1152,49,23,12,94720,2,0.1,3,0,0,1,1,1,0
2751,57,33,24,94501,1,0.1,2,0,0,0,0,0,0
2036,36,10,29,93065,4,1.0,1,0,0,0,0,1,1
3264,32,8,84,92093,4,3.4,1,0,0,0,0,1,0
2070,30,4,35,90059,4,0.8,1,0,0,0,0,1,1
3576,63,38,15,94305,4,0.6,2,83,0,0,0,0,0
4413,34,10,19,91711,4,0.4,2,0,0,0,0,0,0
4976,38,11,29,95207,4,1.0,2,0,0,0,0,1,0
3335,40,14,30,94720,2,0.8,3,86,0,0,0,0,0
299,43,19,81,92069,2,3.2,1,0,0,0,0,0,0
1091,31,5,79,94720,4,2.2,2,0,0,0,0,0,0
458,29,3,69,94303,3,0.3,3,0,0,0,0,0,0
632,45,18,40,94960,3,1.0,2,0,0,0,0,1,0
2276,40,16,115,94305,1,3.4,1,0,0,0,0,1,0
2863,65,39,113,92096,4,2.4,3,0,0,0,0,1,0
3232,62,37,24,90717,1,0.3,3,0,0,1,0,1,0
1517,41,17,49,92130,4,2.2,2,0,0,0,0,0,0
4559,44,19,82,95521,2,0.4,1,0,0,0,0,1,1
1170,40,16,32,92110,1,1.4,3,158,0,0,0,1,0
1866,36,6,90,91342,4,1.8,3,0,0,1,0,0,0
426,28,3,28,90505,4,0.8,1,0,0,0,0,1,0
2267,38,13,143,94550,1,4.1,1,0,0,0,0,0,0
3268,59,35,21,95818,2,1.0,1,120,0,0,0,1,0
4161,30,4,11,95054,1,0.1,2,0,0,0,0,1,1
78,46,20,29,92220,3,0.5,2,0,0,0,0,0,0
4477,58,32,40,95833,2,0.3,1,0,0,0,0,0,0
934,50,23,9,92064,2,1.0,2,0,0,0,0,1,0
949,30,4,81,92037,1,2.9,3,259,0,0,0,1,1
3117,36,10,21,92008,3,0.1,2,0,0,0,0,0,1
4571,32,6,99,91902,2,4.5,3,249,0,0,0,1,0
3702,58,33,95,90503,1,2.6,1,0,0,0,0,1,0
1048,55,31,73,94143,4,1.6,2,0,0,0,0,0,0
3073,54,30,51,92821,2,3.2,3,0,0,0,0,0,0
1847,56,32,15,90089,1,0.1,2,0,0,0,0,1,0
1682,32,8,141,90005,2,4.33,1,0,0,0,0,0,0
3234,46,20,111,95037,1,0.0,1,329,0,0,0,0,0
4597,37,13,61,95131,3,2.8,1,0,0,0,0,0,0
520,34,9,48,95616,1,2.5,3,105,0,0,0,1,0
1214,27,2,78,93943,4,0.2,1,87,0,0,0,0,0
467,25,0,13,91342,2,0.9,3,0,0,0,0,1,0
2783,47,22,53,92691,1,0.3,1,213,0,0,0,0,0
2639,28,4,45,94025,1,1.0,3,0,0,0,0,1,0
2829,35,10,64,94306,3,0.7,2,230,0,0,0,1,0
4886,54,30,28,92103,2,0.8,1,0,0,0,0,1,0
561,43,18,59,93943,1,3.7,3,0,0,0,0,1,0
3540,56,30,60,91380,1,2.2,3,0,0,0,0,0,0
2485,46,21,30,92697,1,1.4,3,112,0,1,0,0,0
690,54,30,18,94591,1,0.3,1,0,0,1,1,1,0
1539,55,30,34,95820,4,0.1,3,157,0,0,0,1,0
4118,39,14,18,92037,4,0.2,3,0,0,1,0,0,0
415,52,28,41,94309,3,1.9,2,0,0,0,0,0,1
3139,36,11,103,93555,1,4.6,1,255,0,0,0,1,0
1726,57,32,19,95348,1,1.3,1,0,0,0,0,1,0
441,64,39,59,92626,2,1.5,1,139,0,0,0,1,0
3689,51,26,179,90245,1,8.1,1,0,0,1,0,1,0
2086,50,24,45,94105,3,0.6,2,117,0,0,0,1,0
2016,30,5,141,95747,1,0.8,1,0,0,0,0,1,0
270,43,13,33,95039,1,0.75,3,0,0,0,0,0,0
657,37,11,81,94539,1,2.8,3,145,0,0,0,0,0
53,30,6,72,94005,1,0.1,1,207,0,0,0,0,0
4783,26,0,150,91311,2,7.2,1,0,0,0,0,0,1
4668,52,28,72,94720,1,1.6,3,0,0,0,0,1,0
2611,40,16,60,94501,2,3.2,1,0,0,0,0,0,0
275,30,5,74,95616,4,2.2,1,0,0,1,0,0,1
4335,55,29,92,92130,1,1.9,2,0,0,0,0,0,0
1174,24,-1,35,94305,2,1.7,2,0,0,0,0,0,0
249,55,29,99,92121,2,1.4,1,264,0,0,0,1,1
2147,27,3,30,93108,1,1.0,3,80,0,0,0,0,0
4463,33,7,39,95630,4,0.8,1,0,0,0,0,1,1
2486,61,36,48,94025,3,1.5,1,0,0,0,0,0,1
1176,29,4,58,91006,1,0.8,2,0,0,0,0,1,1
2396,44,17,25,95064,3,1.0,2,0,0,0,0,0,1
3090,31,5,23,94110,3,1.0,1,95,0,0,0,0,0
4838,36,10,183,95348,2,0.0,1,0,0,0,0,0,0
1042,56,32,51,92780,4,1.5,1,0,0,0,0,0,0
3317,56,26,63,94501,3,2.0,3,0,0,0,0,1,0
4016,25,-1,139,93106,2,2.0,1,0,0,0,0,0,1
3533,38,12,141,94022,2,0.0,1,0,0,0,0,1,1
1561,35,10,31,95605,3,1.3,1,0,0,0,0,0,0
1054,58,32,51,95819,1,2.8,2,0,0,0,0,1,0
2991,49,25,163,94608,2,0.4,1,0,0,1,0,0,0
929,35,10,74,90638,4,1.3,1,0,0,0,0,1,0
1102,42,17,95,90095,3,0.5,3,0,0,0,0,0,0
1004,25,1,62,94720,4,0.0,1,229,0,0,0,1,0
2058,37,12,125,91754,2,3.9,1,0,0,0,0,1,1
432,39,13,75,94305,3,2.1,1,224,0,0,0,1,0
3394,37,11,81,95123,3,0.9,2,0,0,0,0,1,1
3528,35,10,24,95054,4,1.1,3,0,0,0,0,0,0
238,62,38,83,92521,1,1.8,3,0,0,0,0,1,0
667,52,26,112,92120,1,2.4,1,0,0,1,1,1,1
4881,56,32,79,92037,3,2.67,1,0,0,0,0,1,0
4364,30,4,18,93711,4,0.3,2,84,0,0,0,1,0
1916,37,11,69,91911,3,2.1,1,0,0,1,0,0,0
4251,52,28,54,90041,4,0.1,3,0,0,0,0,0,1
3214,39,9,32,90212,3,2.0,3,116,0,0,0,1,0
1838,43,18,103,90089,3,1.0,1,180,0,0,0,1,1
3624,28,3,45,91105,4,1.7,2,95,0,0,0,0,0
2407,31,7,10,92354,1,0.5,3,81,0,0,0,1,0
4719,32,6,35,91107,3,1.0,1,0,0,1,0,1,0
2777,46,20,140,93106,2,6.3,1,380,0,0,0,1,1
658,38,8,23,95207,1,0.67,3,0,0,0,0,0,0
4695,39,13,25,94132,2,0.8,3,0,0,0,0,0,0
2239,48,22,35,92709,1,1.4,3,0,0,0,0,1,0
2141,53,27,89,92130,1,0.8,3,0,0,1,0,1,0
1760,31,6,44,94720,4,0.8,1,0,0,0,0,0,0
4575,35,11,193,91765,2,6.5,1,0,0,0,0,0,1
321,60,34,64,90266,1,0.8,2,248,0,0,0,0,0
399,54,30,23,94608,2,0.4,1,0,0,0,0,0,0
4759,46,21,40,90045,1,0.3,1,116,0,0,0,0,0
4433,53,27,50,92660,2,0.8,3,0,0,0,0,1,0
3753,55,30,82,93003,4,1.3,3,219,0,0,0,0,1
3510,38,12,61,91330,3,0.9,3,0,0,0,0,0,0
4850,49,25,65,90007,2,1.0,3,0,0,0,0,1,1
4807,62,37,39,93117,3,1.5,1,0,0,0,0,1,0
4696,45,19,70,95605,1,2.8,1,0,0,0,0,0,1
1288,42,18,54,94010,4,2.2,2,0,0,0,0,0,0
668,63,39,72,93106,3,2.0,3,190,0,1,0,1,0
1437,46,21,80,95054,4,0.4,1,0,0,0,0,1,1
4475,66,41,73,95817,3,2.4,1,0,0,0,0,0,0
620,57,27,73,93106,1,3.0,3,0,0,0,0,0,0
3998,62,38,80,94545,4,1.7,2,0,0,0,0,0,0
4376,34,10,51,90032,3,2.0,1,130,0,0,0,0,0
1017,30,5,69,94720,1,0.8,2,0,0,1,0,1,0
2298,59,35,31,94063,3,0.4,2,0,0,0,0,1,1
1461,40,16,85,92677,4,0.2,3,0,0,0,0,1,1
1508,43,18,50,91006,4,1.9,3,0,0,0,0,0,0
4814,49,23,60,95023,3,0.7,2,142,0,0,0,1,1
3805,47,22,203,95842,2,8.8,1,0,0,0,0,1,0
2412,47,22,65,91330,3,2.7,2,0,0,0,0,1,0
3308,34,10,25,92038,4,1.0,1,0,0,0,0,1,0
2880,42,15,73,94545,3,2.33,2,0,0,0,0,0,0
517,53,27,81,90009,3,1.7,2,0,0,0,0,0,0
3147,26,1,38,91910,4,1.7,2,0,0,0,0,1,0
3513,46,20,70,90405,4,2.9,1,0,0,0,0,0,1
2420,63,37,44,94550,2,1.0,3,0,0,0,0,1,0
2947,33,9,145,94110,1,4.3,1,437,0,0,0,1,0
3170,52,28,55,94608,1,1.6,2,227,0,0,0,0,0
3833,62,38,158,90230,2,2.1,1,0,0,0,0,0,1
2982,53,28,85,92037,1,1.2,1,0,0,0,0,0,0
3089,56,31,28,94720,1,1.3,1,138,0,0,0,0,1
4649,37,11,75,94704,3,0.9,2,0,0,0,0,1,0
1320,32,6,35,94005,2,0.3,1,0,0,0,0,0,1
4460,32,8,115,90064,1,4.0,1,0,0,0,0,0,0
4431,38,12,24,94588,2,0.8,3,0,0,0,0,1,1
2018,42,15,14,92064,3,1.0,2,0,0,1,0,0,0
4045,36,11,9,90266,2,0.3,2,99,0,1,0,0,0
2752,47,23,32,92251,4,0.6,1,156,0,0,0,1,1
51,32,8,8,92093,4,0.7,2,0,0,1,0,1,0
1569,59,33,72,92350,2,0.7,2,226,0,0,0,0,0
1005,53,23,65,95054,4,2.0,3,0,0,0,0,1,0
804,52,27,62,92661,4,1.8,3,82,0,0,0,0,0
3845,51,27,75,95828,1,2.7,1,0,0,0,0,0,0
189,64,40,169,91320,2,2.1,1,122,0,0,0,1,0
2250,41,14,38,95814,3,1.0,2,150,0,0,0,1,0
4876,61,36,54,94539,3,1.5,1,0,0,0,0,1,0
938,38,13,62,92093,3,0.7,2,0,0,1,0,1,0
72,53,29,69,93907,4,1.0,2,0,0,0,0,1,0
4964,32,6,98,95054,2,4.5,3,306,0,0,0,0,0
842,57,33,121,94542,1,4.3,1,0,0,1,0,0,0
1965,34,10,34,95060,1,1.5,2,111,0,0,0,0,1
4717,60,34,83,95616,2,1.4,1,75,0,1,0,1,0
3286,38,13,65,91706,3,0.7,2,0,0,0,0,1,0
355,44,20,173,90277,2,1.4,1,419,0,0,0,1,0
427,42,18,75,92182,3,2.33,1,0,0,0,0,0,1
1656,35,11,53,91355,3,2.8,1,0,0,0,0,0,0
2475,64,38,40,92122,2,1.0,3,0,0,0,0,0,0
963,47,21,120,95833,1,0.0,1,135,0,0,0,0,0
4048,43,17,82,94114,1,5.2,1,79,0,0,0,1,0
2662,66,41,145,90009,1,2.5,1,0,0,0,0,1,0
194,48,24,21,93118,4,0.6,1,0,0,0,0,1,1
1147,31,7,71,90034,1,0.1,1,78,0,1,0,0,0
4565,58,32,28,90095,2,0.3,1,148,0,0,0,0,0
1657,40,15,175,92646,2,3.3,1,0,0,0,0,1,0
2438,65,40,114,94608,4,3.4,2,0,0,0,0,0,1
3972,35,11,24,95616,1,0.5,3,0,0,0,0,1,1
4059,39,15,65,92037,1,1.5,3,0,0,0,0,0,0
4468,55,30,99,91768,1,0.1,3,0,0,0,0,0,0
2675,30,6,101,90245,2,0.6,1,0,0,0,0,1,0
4004,47,21,39,92612,3,0.6,2,0,0,0,0,1,1
1259,34,8,31,91203,1,0.3,1,104,0,0,0,1,1
2721,48,23,32,93302,1,0.1,1,0,0,0,0,0,1
1149,41,15,108,90034,1,5.2,1,0,0,0,0,0,0
1084,28,3,65,95014,3,2.6,3,0,0,1,0,0,0
313,36,6,21,91741,1,0.67,3,0,0,1,0,1,0
3333,36,9,49,94402,2,1.67,2,0,0,0,0,0,1
844,64,39,73,94720,3,2.4,1,0,0,0,0,1,0
2104,37,13,153,90630,2,6.5,1,0,0,0,0,1,1
1470,59,35,59,90005,4,1.2,2,0,0,0,0,1,0
2341,33,9,44,94112,1,1.2,1,0,0,0,0,0,0
1155,59,35,42,93555,1,1.8,3,0,0,0,0,1,0
4997,30,4,15,92037,4,0.4,1,85,0,0,0,1,0
1264,35,5,85,92870,4,4.0,3,0,0,0,0,1,0
1045,49,24,79,95827,1,0.2,2,83,0,0,0,1,1
2753,51,25,34,95819,3,0.9,3,111,0,0,0,1,0
3494,54,28,33,94710,2,0.4,3,0,0,0,0,1,0
2443,39,15,41,90028,2,1.7,1,0,0,0,0,0,0
3858,63,39,39,91711,1,1.9,2,0,0,0,0,0,0
3083,39,13,40,92122,3,0.9,3,129,0,0,0,1,0
558,39,15,118,95039,2,1.9,1,0,0,0,0,0,1
4616,37,12,84,93943,4,0.7,3,0,0,0,0,1,0
680,55,31,103,92093,3,1.8,2,364,0,0,0,0,0
369,63,37,30,92054,2,1.0,3,159,0,0,0,1,0
2929,31,6,175,95005,2,6.7,1,0,0,0,0,1,0
1995,32,8,183,94080,1,6.0,1,0,0,0,0,0,0
4113,34,9,65,95014,3,0.7,2,104,0,0,0,1,0
4389,47,21,123,90840,1,7.3,1,0,0,0,0,0,0
4079,36,12,58,91320,1,3.6,2,0,0,0,0,0,0
2254,59,35,25,95827,2,0.3,1,75,0,0,0,1,0
3204,44,20,119,92677,2,7.5,1,239,0,0,0,1,0
110,43,17,49,94542,1,2.8,1,0,0,0,0,1,0
1699,44,20,149,92121,1,1.7,1,0,0,0,0,1,0
2215,53,27,89,92735,1,0.8,3,146,0,0,0,1,1
290,42,15,24,92121,3,1.0,2,0,0,0,0,1,1
3537,50,24,112,94005,1,0.3,1,229,0,0,0,0,0
1654,26,1,24,96651,2,0.9,3,123,0,0,0,0,1
3376,43,18,88,90089,4,1.1,2,0,0,0,0,1,0
4505,27,1,41,93023,4,1.8,3,147,0,0,0,0,0
3671,38,14,29,94402,4,0.4,2,0,0,0,0,1,0
4428,31,7,18,91711,1,0.4,3,0,0,0,0,0,0
4592,43,16,44,94577,3,1.0,2,0,0,0,0,1,0
13,48,23,114,93106,2,3.8,3,0,0,1,0,0,0
1016,60,34,62,94303,1,0.8,2,0,0,0,0,0,0
3377,46,21,170,95136,2,2.8,1,0,0,0,0,0,0
4486,35,9,50,92182,4,2.2,2,0,0,0,0,0,0
4444,38,14,48,90034,1,1.8,1,169,0,0,0,0,0
3633,46,20,111,95307,2,6.3,1,0,0,0,0,0,1
3941,41,17,53,93727,2,2.5,1,102,0,0,0,1,0
818,41,15,38,90291,2,0.7,1,91,0,0,0,1,0
2999,61,35,38,93106,2,0.3,1,0,0,0,0,0,0
2711,51,27,39,94304,2,0.8,1,0,0,0,0,0,0
2595,48,23,79,94024,1,0.2,2,0,0,0,0,0,0
470,48,23,10,94609,2,0.7,3,0,0,0,0,1,1
241,51,26,70,90089,1,1.2,1,169,0,0,0,0,0
898,62,37,21,92691,4,0.4,2,137,0,0,0,1,1
4030,31,5,90,94301,2,1.3,1,0,0,1,0,1,0
866,60,34,22,92037,3,0.3,3,139,0,0,0,1,1
1625,28,2,31,90024,2,0.3,2,0,0,1,0,1,0
4278,40,16,138,92612,1,3.5,1,0,0,0,0,1,0
3678,59,33,43,94234,2,0.3,1,0,0,0,0,0,1
280,39,14,155,94577,2,3.9,1,0,0,0,0,1,0
3791,46,22,71,92029,2,1.7,1,0,0,0,0,1,1
4844,61,34,41,94123,4,2.5,2,0,0,0,0,1,0
119,41,16,73,92647,3,3.0,1,0,0,0,0,1,0
1924,45,19,22,90639,1,0.2,1,0,0,0,0,1,0
338,57,27,68,94117,1,1.4,3,0,0,0,0,1,0
2620,33,8,62,92093,3,2.3,1,98,0,0,0,0,1
4390,58,32,40,90057,1,1.6,1,0,0,1,1,1,1
652,28,4,58,92121,3,1.5,1,131,0,0,0,0,0
874,24,0,88,90740,3,0.8,1,134,0,0,0,0,0
2387,31,5,72,94542,3,1.6,1,0,0,0,0,1,0
4165,35,10,23,90058,4,1.1,3,0,0,0,0,0,1
4370,50,25,19,94005,4,0.4,2,103,0,0,0,1,1
947,36,11,64,91355,4,2.1,3,0,0,0,0,0,0
1105,51,25,181,93106,1,1.7,1,0,0,0,0,1,1
154,60,36,22,94551,2,1.0,1,0,0,1,1,1,1
2510,36,11,8,93401,4,0.2,3,81,0,0,0,0,1
3686,53,27,93,94588,1,0.8,3,313,0,0,0,0,0
4369,31,7,25,93943,2,1.0,2,0,0,1,1,1,1
2351,52,28,22,91711,2,0.4,1,0,0,0,0,1,1
2322,41,15,39,91380,3,0.5,3,0,0,0,0,0,0
1554,46,22,83,95616,3,0.7,1,0,0,0,0,0,0
224,55,25,41,95014,3,1.0,3,0,0,0,0,1,0
1558,51,25,41,94939,4,1.8,1,0,0,0,0,0,0
3680,49,23,134,90095,2,6.3,1,0,0,0,0,1,0
215,54,28,94,90291,1,1.9,2,0,0,0,0,0,0
4929,57,33,28,90245,1,1.2,3,98,0,0,0,1,0
3743,32,8,181,94596,1,6.0,1,0,0,0,1,1,1
4998,63,39,24,93023,2,0.3,3,0,0,0,0,0,0
1791,44,20,43,92124,1,0.3,3,0,0,1,0,0,1
3906,52,28,55,94596,1,1.6,3,0,0,0,0,0,0
3603,47,21,42,95841,4,0.1,1,0,0,0,0,1,1
3433,47,23,32,95370,1,1.0,1,0,0,0,0,0,1
2838,39,14,54,92037,2,1.1,2,159,0,0,0,0,1
294,45,19,93,90095,4,2.6,3,0,0,0,0,0,0
336,56,32,122,95827,2,0.3,1,360,0,0,1,1,1
3223,49,23,81,93107,2,0.8,3,0,0,0,0,0,0
1248,52,28,39,94606,2,0.8,1,0,0,0,0,1,0
3551,40,10,19,94609,1,0.75,3,116,0,0,0,0,0
4883,43,19,73,94301,3,2.33,1,0,0,1,1,1,1
1832,47,22,30,94118,4,0.4,2,115,0,0,0,1,1
1985,26,1,55,92630,4,1.7,2,175,0,0,0,1,0
1164,34,9,138,94720,2,7.8,1,227,0,0,0,1,0
1862,62,38,161,90274,1,2.9,1,0,0,1,1,1,1
3416,36,12,93,90720,2,2.2,1,0,0,0,0,1,1
4345,53,28,181,95051,1,8.1,1,0,0,0,0,1,0
4925,36,12,89,91304,2,2.7,1,0,0,0,0,0,0
3959,59,34,23,90009,4,0.4,2,78,0,0,0,0,0
1236,54,28,60,94110,4,2.6,3,0,0,0,0,0,0
4654,34,10,155,92780,2,6.5,1,0,0,0,0,1,1
3082,36,10,78,95064,2,4.5,3,204,0,0,0,1,1
4849,58,32,145,94920,2,0.5,1,119,0,0,0,1,0
2471,33,7,81,92122,2,4.5,3,187,0,0,1,1,1
1589,29,3,55,95616,3,1.1,2,0,0,0,0,1,0
4279,56,31,51,92028,3,1.7,1,0,0,0,0,1,1
2558,36,11,23,94553,4,0.2,3,0,0,0,0,1,0
968,55,30,73,92675,4,3.8,2,0,0,0,0,1,0
3429,45,21,24,93106,1,0.9,3,0,0,0,0,0,0
3725,44,20,39,93108,2,2.1,3,119,0,0,0,0,0
3935,35,11,68,94923,2,0.0,1,126,0,0,0,0,1
2909,57,32,22,95616,3,0.1,2,0,0,0,0,1,0
