Date,Hotel,Region,Room Type,Occupancy Rate (%),Average Daily Rate (USD),Revenue (USD),Customer Rating
2024-10-28,City Center Hotel,South,Deluxe,67.03178558088602,156.21022779975493,10870.836133809762,4.2071532682422665
2024-06-27,Seaside Resort,North,Family Room,82.2581497678206,138.6944004142729,24231.979602996238,4.09480018430397
2024-07-08,Luxury Stay,East,Suite,58.46561775245365,145.64929501502513,24666.798738571786,3.701927401143414
2024-06-11,Mountain Inn,West,Suite,85.22039265664422,112.47220178285085,16283.753993308937,2.839999490407387
2024-03-21,Budget Lodge,West,Deluxe,81.12910961552652,176.20642746574885,14942.424559616775,4.3299738839354935
2024-06-18,Luxury Stay,North,Deluxe,70.38287293291674,95.76662113868066,20153.299041207796,4.890329681796761
2024-10-27,Budget Lodge,North,Deluxe,62.421213023291536,189.54582620718554,20473.992511136625,4.194587708153246
2024-07-14,Mountain Inn,West,Family Room,61.69978616574814,178.18346959788292,10970.041344702922,3.406768276604455
2024-07-21,Mountain Inn,South,Deluxe,83.02226004518866,187.3467649193344,12367.22433431649,4.0311865158998055
2024-02-16,Luxury Stay,North,Suite,93.43470753733592,153.89342149900037,8388.262826583523,3.0437201433464205
2024-06-06,Mountain Inn,West,Suite,65.44038379456808,333.84301850902517,17045.324691670285,4.740572499687155
2024-07-12,Seaside Resort,North,Standard,81.87580055327226,248.00579500901563,18333.139417284452,4.057291034170677
2024-10-05,Mountain Inn,South,Family Room,43.694594720968965,117.77287499576386,8250.371810693636,2.7622901617727376
2024-11-12,Budget Lodge,East,Standard,66.23073404014201,191.6434043713449,12724.005475919204,3.789527947689422
2024-09-25,Budget Lodge,North,Suite,74.53411600693647,149.59969285313383,8263.730412093253,4.324311057163961
2024-07-17,Budget Lodge,South,Standard,61.354748745272495,129.27601366462932,10506.000948780813,3.766866665317134
2024-08-11,Budget Lodge,West,Suite,60.95240437815606,112.99639644380325,17755.085301131498,3.8068729949918785
2024-09-19,Seaside Resort,North,Standard,64.9833066529667,201.6108345379627,11332.589666608603,3.14291845506691
2024-06-14,City Center Hotel,North,Deluxe,79.38289092489559,145.9309882465213,13495.870219838507,4.396578690957159
2024-06-28,Luxury Stay,West,Standard,72.19006472390438,228.3913012012602,6863.441360263422,3.5460715599866037
2024-07-10,Budget Lodge,East,Deluxe,41.42653150012542,229.68911072652196,15934.951048623321,2.4904882360964775
2024-08-03,Mountain Inn,West,Deluxe,43.18949771047401,248.69571926057247,14778.633400776756,3.740119840530724
2024-10-10,Budget Lodge,North,Family Room,65.89702233214237,137.38066169629482,11355.203749834189,4.686804800899247
2024-12-17,Mountain Inn,West,Deluxe,81.86529879080328,203.7682805346005,14054.92851158763,3.729149387380037
2024-04-16,Mountain Inn,South,Deluxe,33.78742735912148,211.62271083211505,15901.474402517222,5.0
2024-04-07,Budget Lodge,West,Standard,67.50404735772554,156.29109124480175,10925.65925545328,4.300277563983962
2024-08-17,Seaside Resort,North,Suite,67.10628215223868,141.41140213035624,7618.687279991103,4.237130713596256
2024-09-13,Mountain Inn,West,Family Room,95.82506667312671,260.47603328879865,24027.872163434076,3.910121213857674
2024-02-12,Mountain Inn,East,Deluxe,69.22467282430705,191.37479378660268,11833.636476448637,3.9521996545649967
2024-08-29,Budget Lodge,West,Family Room,80.74483477111393,211.7983875355869,14516.199484065553,3.815603455416347
2024-02-11,Mountain Inn,East,Standard,77.11885710131195,138.89619940860362,20054.19867510157,3.7884114255422316
2024-04-04,Mountain Inn,South,Deluxe,43.04150280289199,119.03577667389031,30000.0,4.371607013447004
2024-09-10,Budget Lodge,East,Standard,86.52310824947605,151.5275112753945,8777.56775055567,3.3449181391466043
2024-07-06,Budget Lodge,West,Family Room,78.23094758184432,173.79893063050014,17249.13606863255,3.2468743198930183
2024-11-02,Luxury Stay,North,Standard,82.62402959511884,126.78899965913256,11462.238573529468,3.2137634643872355
2024-06-15,Seaside Resort,East,Family Room,100.0,179.50775956748086,12306.048477116445,5.0
2024-09-27,Seaside Resort,South,Standard,43.73830590752117,95.574740596575,11398.93989496605,4.371240031169406
2024-05-04,Mountain Inn,East,Family Room,100.0,123.99762887650638,9371.725160997075,4.213144541176101
2024-06-09,Seaside Resort,East,Suite,70.68828720899467,213.54556241384375,14793.543191076693,3.259739730794598
2024-03-27,Mountain Inn,East,Standard,79.30993356604515,210.1895260138947,7627.486564758822,4.43633961047238
2024-11-04,Luxury Stay,South,Standard,74.31731632048137,160.4061617306567,19734.037832559352,3.91840005748267
2024-08-13,Budget Lodge,West,Suite,68.63645499902935,129.11178454615236,15275.014680166872,4.1499182587922245
2024-05-24,Budget Lodge,East,Suite,66.45250607641862,128.62982242369947,17112.1748645072,3.316365778895511
2024-12-10,Budget Lodge,East,Standard,79.94263103359513,161.3365877029343,12669.056940268885,4.112188200192303
2024-09-04,Seaside Resort,North,Suite,52.24239454992481,212.22592458226455,13163.98032894126,3.7033165232554617
2024-12-27,Luxury Stay,South,Deluxe,86.25868751282648,226.41228456721623,16437.81952583664,3.4640721900788685
2024-01-06,Seaside Resort,East,Family Room,68.7570839267212,155.17341322590156,9179.746837970873,4.513874435065074
2024-01-31,Seaside Resort,South,Family Room,58.04895991439463,122.32537870076081,13210.04782793332,2.9236045340289984
2024-07-15,Luxury Stay,East,Family Room,68.24980713006279,193.39218189331666,10701.932430607729,4.395343385019905
2024-08-19,Luxury Stay,West,Deluxe,93.8572382529386,138.82325146870753,10547.155947044928,4.479140293487097
2024-10-22,Luxury Stay,West,Suite,66.96997369475665,154.08736805693988,5000.0,3.3842494271141317
2024-11-20,Luxury Stay,East,Suite,80.3768042731443,246.26380452185188,21696.632947399998,3.425770077207273
2024-05-14,Budget Lodge,West,Standard,64.0356558642679,221.3557714282884,11567.306234231155,3.8438820231135185
2024-01-13,City Center Hotel,East,Suite,86.3688277488543,187.89871561257257,20816.88027581775,4.197425347323555
2024-01-04,City Center Hotel,West,Standard,85.28261608185306,116.40404994436386,20343.96160697146,3.8930015057300422
2024-06-26,Luxury Stay,North,Deluxe,100.0,190.56982837353294,8570.001467417533,4.3034937221343155
2024-08-21,City Center Hotel,North,Family Room,72.36654081751176,233.13286453937633,9557.94382163577,5.0
2024-09-15,City Center Hotel,North,Family Room,85.0298220713686,161.21831671172322,27802.51479677842,3.6445982615952004
2024-05-19,Luxury Stay,South,Family Room,76.47101309308417,247.55570449933577,23754.629709635716,2.7993740205076056
2024-03-05,City Center Hotel,South,Suite,94.43807672794522,244.63726447591034,14842.40743335948,4.578146508121457
2024-10-09,Seaside Resort,North,Standard,64.21751418586905,263.18664160717367,16286.865532086747,5.0
2024-12-28,Mountain Inn,South,Standard,86.17507969315922,195.26215632656763,11845.767985264056,4.274937854135787
2024-11-01,Mountain Inn,West,Deluxe,72.07954055824978,209.3695849903006,17161.7635710017,3.238575927252432
2024-07-23,Luxury Stay,East,Suite,74.03717734337253,250.70936441655448,11414.090496387642,3.9132753457353595
2024-01-17,Budget Lodge,East,Deluxe,76.3762872667256,202.36969685344877,5000.0,3.2170335610518572
2024-07-18,Luxury Stay,East,Standard,78.78360594640016,154.93829461048938,8392.221067444745,4.449998845774063
2024-02-01,Budget Lodge,North,Standard,73.25656435317063,157.57285817360693,15105.463739252937,3.054096718111096
2024-07-30,Mountain Inn,South,Family Room,78.22069774755789,191.92774768868696,9344.663822487062,3.78990984922026
2024-09-29,Luxury Stay,West,Suite,98.67177086343277,115.47192890268906,14663.612675432327,3.2969635215942654
2024-10-16,Seaside Resort,West,Standard,89.78174528422828,172.83705423179038,9626.694802835686,4.088777279594473
2024-10-17,City Center Hotel,North,Family Room,88.03731888745345,234.82735591151268,11088.230387490032,3.7435608260035695
2024-08-21,Budget Lodge,West,Suite,68.16690710964194,70.43730744173595,19265.82653206596,4.123733472275185
2024-06-30,City Center Hotel,West,Deluxe,61.66138757657514,256.72410508972575,16237.402738200522,4.015645388476456
2024-05-25,City Center Hotel,West,Suite,89.3295083735663,236.118710935158,14951.677893433263,3.3093386805931226
2024-02-19,Luxury Stay,West,Suite,88.14070188794692,157.01176920847618,19394.819865353256,4.438813944470315
2024-04-12,City Center Hotel,South,Standard,97.09006013626473,207.16954139359046,17403.042966736735,3.965864043709819
2024-02-02,Seaside Resort,West,Standard,65.94029061046156,180.15738634531633,22232.816456256838,3.30802969449387
2024-03-29,City Center Hotel,East,Suite,71.5567701695948,241.49951842193417,12700.703688424299,5.0
2024-12-06,Luxury Stay,North,Standard,50.407737562118484,229.13415713849707,12851.825107362456,4.333501116701988
2024-11-10,Seaside Resort,South,Standard,69.1129334090869,109.99646384084954,8494.453668043274,3.892717612620486
2024-08-28,Mountain Inn,West,Standard,89.94855765869171,209.36312067320884,12855.0964131379,4.990643168691276
2024-09-22,City Center Hotel,South,Family Room,68.00256931157703,169.7186073178376,19823.84947151223,5.0
2024-08-10,Luxury Stay,West,Family Room,84.60719692801236,184.141628525905,21499.93686131067,3.89825540438028
2024-08-23,Mountain Inn,East,Suite,72.14245341003283,143.59140495150922,19801.52584043334,4.243178240504333
2024-06-01,Mountain Inn,North,Standard,79.86085542332341,267.40685345604174,6029.040667252819,3.308398027397941
2024-02-26,Budget Lodge,West,Family Room,57.78462915276499,232.0030909951288,20415.72606330367,3.896965074462392
2024-11-17,Seaside Resort,West,Suite,76.27814174450852,143.01144180135162,5807.406883639647,3.860656212368091
2024-04-21,City Center Hotel,West,Standard,30.13296043648915,113.26946965448838,19490.586620611735,4.129378923535158
2024-01-15,Luxury Stay,West,Deluxe,72.19655762757023,160.7163684511076,13161.077367144724,4.232932335045907
2024-09-25,Budget Lodge,North,Standard,50.5429013442729,201.72513230456528,18512.66656966928,4.391879914179642
2024-04-23,Seaside Resort,North,Standard,93.08991774820224,192.01029219731114,8337.758260527171,4.166349859409971
2024-09-08,Budget Lodge,East,Family Room,86.66111029146766,242.65664123841216,20855.838163530734,3.152480161359585
2024-05-21,Seaside Resort,North,Suite,82.00006472949121,219.4959861090426,7675.126269475555,3.3430730259812407
2024-04-23,Seaside Resort,West,Suite,97.8150934073907,228.47845128764533,11657.725445734111,3.617514666375429
2024-10-16,City Center Hotel,East,Family Room,60.766252187627444,196.34277003052188,10009.526861154824,3.80243158565374
2024-12-22,Seaside Resort,East,Standard,100.0,110.5350634894505,6228.575735887505,4.73554200333048
2024-01-25,Budget Lodge,East,Deluxe,88.98287346390578,170.21507344265493,15472.637837942342,3.185942709202961
2024-11-05,Seaside Resort,West,Standard,71.4516706917158,233.00448699543327,24030.445589184805,3.74980946628051
2024-09-11,City Center Hotel,South,Standard,92.03430220774416,177.4238535737677,28334.526111600044,4.667106648749835
2024-09-24,City Center Hotel,West,Deluxe,58.40559731382549,205.15451843118734,15485.778935431239,3.7900857678523714
2024-05-05,Budget Lodge,North,Family Room,62.632287577084895,164.06258423769333,20583.40637533761,4.322290954889977
2024-09-06,Mountain Inn,North,Suite,65.8711541514045,128.50940757290775,16160.473189642686,3.9023205699504677
2024-10-13,Mountain Inn,West,Family Room,67.06533437903977,173.83279679769447,17494.415973841064,4.179748280127306
2024-11-29,Seaside Resort,West,Family Room,59.15163535859621,195.4523721516327,13289.256744363805,3.8400692193333215
2024-02-22,Luxury Stay,East,Standard,93.34624600642988,147.21561402692782,15975.384627113011,4.4669458309098475
2024-02-12,Seaside Resort,West,Suite,71.11718399445253,168.21443775716656,17687.393523032144,2.9184605148154956
2024-06-14,Budget Lodge,East,Suite,80.2875745253532,133.02683790070085,12107.701355618343,3.7456815941280186
2024-02-11,Budget Lodge,North,Family Room,66.44472950379479,235.96224587820478,14612.52850053506,4.207600873686015
2024-06-24,Budget Lodge,East,Deluxe,47.69095049177224,165.2772121205983,14707.84940501256,4.373586673604335
2024-03-07,Budget Lodge,West,Family Room,79.05086037587134,252.63777725630916,19132.016586652622,5.0
2024-03-06,Budget Lodge,North,Deluxe,46.31617536870335,256.4373925270454,9669.839141861597,3.7262827331940964
2024-03-23,City Center Hotel,South,Suite,73.97048930871797,175.94770176391282,14742.288956961742,5.0
2024-12-15,Mountain Inn,East,Family Room,54.47527441750785,129.5775633726325,24560.027345263486,3.5386833213382305
2024-04-14,Budget Lodge,North,Standard,100.0,75.70510611333314,20820.300762929688,4.930052488081251
2024-10-13,Luxury Stay,East,Family Room,88.67044083262083,106.39814634866042,21745.895244443527,4.572226988688861
2024-07-04,Luxury Stay,North,Suite,76.5863068690722,111.308258755067,15122.159200890172,3.360578994257444
2024-10-10,Luxury Stay,North,Standard,93.95560016482003,248.92348137307522,16604.987818430116,4.214927466076276
2024-01-04,Luxury Stay,East,Standard,62.305260338013966,185.7912293613473,20011.180833514627,3.964134915127466
2024-05-17,City Center Hotel,South,Deluxe,83.15219068005139,199.48022620459938,22801.277647654653,4.437909215572501
2024-06-27,Luxury Stay,North,Standard,77.99715650578071,68.97894955324371,5241.985435585566,3.8437098880966833
2024-08-24,Budget Lodge,North,Standard,78.96030122000505,120.10167853913691,8422.793464750772,3.784927642036788
2024-01-18,Seaside Resort,North,Family Room,94.08530250160152,224.35398882231436,21547.22050701324,4.958366207933996
2024-10-29,Luxury Stay,South,Suite,85.98738154169703,194.3387056191293,13615.553221155982,3.930895373881029
2024-01-09,City Center Hotel,South,Deluxe,79.33085494237535,172.63973606572014,11641.396053709614,4.578495626934236
2024-01-29,City Center Hotel,West,Family Room,50.17668845657556,208.24211793000612,8729.19506502198,3.84225396046906
2024-05-23,Luxury Stay,East,Standard,60.59930557080804,261.78989030679077,12224.916492279453,5.0
2024-12-13,Seaside Resort,South,Standard,73.15936599606414,168.94787682314748,7988.153582880876,3.5251657594651546
2024-05-28,Luxury Stay,East,Deluxe,76.40058561414976,183.46849013290347,25455.471363662386,3.5700995281269705
2024-03-04,City Center Hotel,West,Suite,58.046944129891145,189.62984593656526,14887.819740097133,5.0
2024-07-05,Mountain Inn,East,Deluxe,100.0,299.60548176369963,14710.247291186412,3.688537526373323
2024-12-31,Budget Lodge,South,Family Room,97.74591082880359,75.03218677904871,17940.38337583916,5.0
2024-08-14,City Center Hotel,East,Deluxe,84.03177480588725,214.16115073944042,19811.725846332847,4.624288405716369
2024-04-27,Luxury Stay,South,Standard,76.08055291925618,174.25988756204683,19729.440782773196,3.8917452054074166
2024-12-21,Budget Lodge,East,Family Room,71.81686545148273,208.33858630920898,20368.109719537857,2.730694569587989
2024-09-10,Luxury Stay,South,Standard,60.72122309966647,147.13137230026376,11845.772246045719,3.986477187009715
2024-01-31,Luxury Stay,South,Suite,76.16220777778294,177.55174845707748,13510.665975215694,4.071141037473398
2024-06-09,Mountain Inn,East,Standard,78.86628810214125,215.57052897327475,18845.158277211376,4.8170524133130606
2024-08-02,Budget Lodge,West,Standard,56.37359136777563,335.64551005219204,12363.0546918019,5.0
2024-06-17,Budget Lodge,North,Deluxe,80.01264625867346,220.40180947010356,14974.466839863875,3.5205089745993767
2024-03-21,Mountain Inn,West,Standard,72.67111426762877,137.59672009847458,16993.81882212407,4.560827234791728
2024-02-15,City Center Hotel,East,Family Room,46.382886631839135,158.81201589886484,18925.92541155188,4.535781509209345
2024-02-18,Luxury Stay,West,Family Room,62.09422483830747,157.3292945808073,6111.595188148995,4.751388891687312
2024-10-24,Seaside Resort,South,Suite,68.79591699867534,90.21784136849925,18573.728249444724,4.349082938494881
2024-10-09,Luxury Stay,North,Family Room,100.0,163.49549041492813,13831.379710741372,2.6402516163267613
2024-03-28,Luxury Stay,East,Deluxe,83.34829686800637,216.64145409108724,18537.288554321905,3.8912042972305683
2024-04-30,City Center Hotel,East,Suite,54.96777646350163,116.28839404616025,18884.658461774143,3.191004697558159
2024-01-03,Luxury Stay,East,Family Room,82.29054434126455,232.4241325525296,23039.575305595787,3.8581759589573483
2024-11-11,Mountain Inn,North,Deluxe,51.79044016592452,204.3887410542169,21767.268238106015,4.686002965293726
2024-08-14,Mountain Inn,South,Family Room,91.2403658083061,143.2883339014481,21732.85831305148,4.2136055851124805
2024-03-19,Budget Lodge,East,Family Room,67.93313022273182,172.92351813310762,22218.35159583119,4.803663606478203
2024-05-24,Seaside Resort,West,Standard,73.59545716891243,259.91609038205166,16456.89492407973,4.239227744499478
2024-08-29,Luxury Stay,East,Family Room,94.88694971313285,216.67739067529328,15160.9254351842,3.091171842231768
2024-02-01,Luxury Stay,East,Family Room,55.692546471236255,180.43918274490738,19364.08541589167,2.235407095399086
2024-09-19,City Center Hotel,East,Deluxe,54.04322722330513,168.1158341519508,18660.404757165114,4.104166133175713
2024-07-29,Mountain Inn,East,Deluxe,66.24601010480993,183.83045352258299,13454.668816308698,3.8502514735541844
2024-03-11,Seaside Resort,South,Standard,90.57568276528974,154.41182210288483,17024.11704404134,3.3161379824326827
2024-07-15,Budget Lodge,West,Family Room,52.209808867847364,74.76252471404926,14824.517666077028,2.8095609252440354
2024-02-27,Mountain Inn,South,Standard,32.517666028341466,282.10889552673655,10730.335457699719,3.4856797505691035
2024-04-21,Budget Lodge,West,Family Room,68.23261712386501,187.76624995997008,21452.30370688175,3.8638559605946567
2024-02-17,City Center Hotel,East,Suite,83.27611199866381,199.90736325612687,15275.996212650447,4.466114476594473
2024-07-03,City Center Hotel,North,Suite,93.00392624608244,177.10461250615455,25243.541288494253,4.132041757097586
2024-11-22,Luxury Stay,South,Standard,68.05257956871901,143.24415996377058,6872.538649000837,5.0
2024-06-13,Seaside Resort,North,Standard,68.82860089325996,170.70377595256147,12216.106135783168,3.275077160768224
2024-08-02,Budget Lodge,South,Standard,92.30851101383621,100.03026189028444,15163.194183454358,4.6167412244402035
2024-11-26,Mountain Inn,East,Deluxe,46.95387450456869,293.8543249026652,20686.90548814457,4.03310912019011
2024-11-25,City Center Hotel,South,Deluxe,69.17218837225487,118.2744000788802,16997.346863010924,4.486268386883009
2024-04-30,Luxury Stay,East,Deluxe,77.85635834887587,128.40168580764103,16552.363770903758,3.6944395957141194
2024-07-31,Luxury Stay,South,Standard,81.73828081927552,157.98703978068,9363.681037229264,4.7501762617234125
2024-11-06,Budget Lodge,East,Family Room,67.35289960213676,244.40378624261888,9215.293013852643,4.20665733084167
2024-02-10,City Center Hotel,East,Suite,75.51661517558762,180.72544996313272,16612.523301449524,3.5243885105575754
2024-12-18,Seaside Resort,West,Standard,37.67508969880516,118.19321019847688,8179.470030908208,3.9915831797607684
2024-10-15,City Center Hotel,East,Deluxe,65.12627381499227,242.71691803786698,12340.611248553358,3.8323108987440304
2024-06-16,Budget Lodge,West,Deluxe,81.80263068831701,216.55003133927408,17504.58664542929,4.342424845446455
2024-02-03,Budget Lodge,East,Standard,60.265589486179806,206.92174786082262,10088.378638616121,3.174156275437844
2024-11-13,City Center Hotel,North,Standard,75.88476332384396,215.78671205854204,23026.779811809032,3.979453808519014
2024-10-01,Budget Lodge,East,Deluxe,81.70308751204047,299.71809502912254,21119.681721189452,4.276715076854532
2024-07-15,City Center Hotel,North,Family Room,69.86176198713352,289.2547447518056,7142.900008308498,4.023116315035123
2024-07-09,Mountain Inn,North,Deluxe,77.55695656494856,145.66423284983523,10338.143784090065,4.942858871072297
2024-08-08,City Center Hotel,East,Deluxe,60.55901152073082,261.1942496405576,5000.0,4.541815941849737
2024-01-10,City Center Hotel,North,Standard,71.9008308045593,199.15840948794502,11087.043187259334,3.9947634422814775
2024-04-29,Budget Lodge,West,Family Room,84.15324254383833,204.95479080688747,18831.942382862,4.1516823682483714
2024-05-02,Budget Lodge,South,Deluxe,77.35459441452652,95.38645841783357,12930.525288625715,4.206965886037399
2024-09-03,Luxury Stay,East,Deluxe,66.20203095654097,171.4807117305902,17303.986218079837,4.282309722916777
2024-12-25,Luxury Stay,North,Suite,78.36324606436189,139.35882048317177,7388.328408591279,2.7220394030347745
2024-08-08,Mountain Inn,East,Standard,85.71914685954927,221.40294074466547,18989.876272909525,3.788931592961457
2024-09-17,Luxury Stay,West,Suite,44.25088082133783,233.55402502014024,12224.453860358251,2.9608926522646017
2024-02-27,City Center Hotel,East,Suite,92.38611097433846,76.27568244918443,15060.848411414527,4.894796663221641
2024-11-10,Budget Lodge,East,Deluxe,69.95617891978392,178.89825679978648,14535.627493034737,3.9574053359979504
2024-05-07,Luxury Stay,North,Standard,81.38234899860345,236.09307523971262,8642.257395538581,3.8646613352242642
2024-07-05,Luxury Stay,West,Family Room,92.95870385467842,170.66605188432774,9234.578341301089,4.627758132423264
2024-07-23,Mountain Inn,South,Deluxe,54.42489454154301,216.45318225011823,19838.97234501713,4.2956273582149125
2024-03-26,Mountain Inn,South,Family Room,64.3583849635868,197.5582733813542,16994.960787508477,3.209955839934555
2024-04-13,City Center Hotel,North,Family Room,70.67176956186442,197.08301159763133,20250.245207767133,3.9503662462308418
2024-05-22,Budget Lodge,East,Standard,63.24369718313358,166.43425109658511,16623.29117751259,3.7653831187415308
2024-07-23,Mountain Inn,North,Suite,100.0,119.17095979321452,15714.953174046082,2.778826977975762
2024-05-08,Luxury Stay,North,Standard,62.148418592598105,123.92349262874862,6369.946906666168,3.516806636733957
2024-09-02,Budget Lodge,North,Family Room,66.66679830769701,215.46762572276586,13648.166516194151,3.8715217745884742
2024-02-07,Budget Lodge,East,Deluxe,78.06583547404465,180.97291277594417,14863.07839798128,3.91953434795571
2024-12-28,Luxury Stay,West,Family Room,56.96775710885866,173.07438776963878,24765.53599136287,2.962438003425884
2024-04-18,Mountain Inn,North,Deluxe,69.06478932365604,158.80549788388237,18434.783160493385,4.806165908133233
2024-11-04,Luxury Stay,East,Deluxe,79.76179891875263,164.74055772596242,22680.30590854764,3.928527858775993
2024-02-21,Budget Lodge,West,Standard,70.00709393426233,232.34558972440698,17987.688529473642,4.026287153662394
2024-01-01,Seaside Resort,North,Family Room,73.59919711650078,163.23779590659865,11443.483865252603,4.280449146837886
2024-01-11,Seaside Resort,South,Suite,67.06001831327444,112.94676433492157,15585.621080749257,3.4483466222674304
2024-11-09,City Center Hotel,West,Family Room,52.282945362288494,217.18258877700868,16181.118231321165,4.319449181192887
2024-08-22,Luxury Stay,North,Family Room,79.82389817008858,169.75616680676413,10304.22215114659,3.743047747787272
2024-05-07,Luxury Stay,West,Suite,100.0,181.56979327663882,13078.063117035394,3.372390121546966
2024-08-01,City Center Hotel,West,Standard,75.27602446175158,260.37891531997553,13971.16503161414,4.401413245348779
2024-08-30,City Center Hotel,West,Family Room,78.37896175871325,178.97197213247463,23028.09916282559,5.0
2024-02-13,City Center Hotel,West,Family Room,85.39084132675289,194.45918365593627,5000.0,4.507380561440082
2024-01-06,Budget Lodge,West,Deluxe,55.96004255179952,121.05382543508374,21029.092103580217,4.6460842955983015
2024-06-04,Luxury Stay,West,Family Room,100.0,169.01652738245198,10316.023825203087,3.6355585754063906
2024-01-08,Budget Lodge,North,Suite,78.03493194634203,210.47630226043006,8139.604063651929,2.8816661895820808
2024-01-05,City Center Hotel,South,Deluxe,99.47785348633664,102.23131330793788,20899.71065019232,5.0
2024-12-27,Luxury Stay,East,Standard,64.00450506714016,190.04225465578548,18659.490346171904,5.0
2024-06-30,Budget Lodge,West,Deluxe,100.0,185.0395536322403,21272.59351190595,5.0
2024-04-21,Budget Lodge,East,Suite,86.62733241052175,182.06437277937198,19003.509737727883,3.7649498427141754
2024-09-29,City Center Hotel,North,Suite,83.29560128778537,231.85794493291218,25299.22500868701,3.1917559628898093
2024-09-21,Luxury Stay,West,Deluxe,78.51036681529722,196.72192574242607,17793.619184722425,3.2540221115263033
2024-07-30,City Center Hotel,South,Standard,71.27207072888326,253.9035949178222,14217.613119384208,2.821387202670166
2024-03-18,Luxury Stay,East,Deluxe,93.0079748771081,130.32052422029818,16714.631886606712,3.924834967112968
2024-09-26,Seaside Resort,West,Standard,77.1053980477207,186.7962283609174,21217.34564172982,5.0
2024-06-02,Mountain Inn,North,Deluxe,45.49395444619272,184.22333931949737,11103.123373699415,3.90083615768943
