OrderID,UnitPrice,Quantity,Discount,StandardCost,OrderDate,ProductName,CategoryName
10368,15.6,25,0,29.64,11/29/2006,Ravioli Angelo,Grains/Cereals
10368,26.6,35,0.100000001,18.525,11/29/2006,Wimmers gute Semmelknödel,Grains/Cereals
10369,99,20,0,29.9,12/2/2006,Thüringer Rostbratwurst,Meat/Poultry
10369,30.4,18,0.25,6.175,12/2/2006,Gnocchi di nonna Alice,Grains/Cereals
10370,14.4,15,0.150000006,25.35,12/3/2006,Chai,Beverages
10370,26.6,30,0,18.525,12/3/2006,Wimmers gute Semmelknödel,Grains/Cereals
10370,8,20,0.150000006,10.5625,12/3/2006,Longlife Tofu,Produce
10371,15.2,6,0.200000003,11.05,12/3/2006,Inlagd Sill,Seafood
10372,64.8,12,0.25,16.25,12/4/2006,Sir Rodney's Marmalade,Confections
10372,210.8,40,0.25,20.8,12/4/2006,Côte de Blaye,Beverages
10372,27.2,70,0.25,8.125,12/4/2006,Camembert Pierrot,Dairy Products
10372,27.8,42,0.25,5.85,12/4/2006,Mozzarella di Giovanni,Dairy Products
10373,10.6,80,0.200000003,9.1,12/5/2006,Escargots de Bourgogne,Seafood
10373,17.2,50,0.200000003,4.8425,12/5/2006,Fløtemysost,Dairy Products
10374,10,30,0,3.9,12/5/2006,Gorgonzola Telino,Dairy Products
10374,10.6,15,0,9.1,12/5/2006,Escargots de Bourgogne,Seafood
10375,18.6,15,0,4.55,12/6/2006,Tofu,Produce
10375,5.9,10,0,5.0375,12/6/2006,Tourtière,Meat/Poultry
10376,10,42,0.050000001,3.9,12/9/2006,Gorgonzola Telino,Dairy Products
10377,36.4,20,0.150000006,12.35,12/9/2006,Rössle Sauerkraut,Produce
10377,14.4,20,0.150000006,13,12/9/2006,Chartreuse verte,Beverages
10378,17.2,6,0,4.8425,12/10/2006,Fløtemysost,Dairy Products
10379,7.7,8,0.100000001,22.62,12/11/2006,Jack's New England Clam Chowder,Seafood
10379,35.1,16,0.100000001,6.5,12/11/2006,Vegie-spread,Condiments
10379,16.8,20,0.100000001,7.8,12/11/2006,Louisiana Fiery Hot Pepper Sauce,Condiments
10380,20.7,18,0.100000001,6.2725,12/12/2006,Nord-Ost Matjeshering,Seafood
10380,26.2,20,0.100000001,12.675,12/12/2006,Perth Pasties,Meat/Poultry
10380,27.2,6,0.100000001,8.125,12/12/2006,Camembert Pierrot,Dairy Products
10380,12,30,0,15.1125,12/12/2006,Outback Lager,Beverages
