GPA,GMAT,Result
3.4768764632059233,433.2513039883685,Accepted
1.8934541453186315,402.552150365173,Declined
3.3207009033954575,722.7084518411568,Accepted
2.8802247415491986,892.7702887607127,Accepted
3.2076481279955917,766.1127382212621,Accepted
4.067434386123158,667.6690944062832,Accepted
2.3536895071977035,671.3705209998343,Accepted
1.947011068514008,702.409867053637,Accepted
1.8383884562995811,691.0714307744119,Accepted
1.8973517720276492,633.7429708763251,Declined
2.4883186324687165,612.5041324742251,Declined
2.8229215798533147,592.4888246520574,Accepted
2.771352639464015,509.52424933599883,Declined
3.2117465992288188,566.3189907759871,Accepted
2.5604015135023253,396.84518229655373,Declined
3.7128272617258533,588.19924478463,Accepted
2.338274533409635,481.3690671418899,Accepted
4.726135333271695,467.5692819341075,Accepted
3.050533878212005,621.5872981384174,Accepted
1.8642739548669738,767.040274361352,Accepted
1.69328600155111,710.1979927202776,Declined
2.935977932194548,411.53992756521876,Accepted
2.371229771739319,481.2446236115595,Declined
3.1212003952736733,712.8925425585859,Accepted
2.9285900996588357,482.10151277540285,Declined
2.4917368698745017,573.044022000357,Declined
1.872565025545276,666.0062518829462,Declined
1.3381222202513081,483.79866541636375,Declined
2.192788038346383,612.6450607375152,Declined
3.2351190354587778,439.91694060981547,Accepted
2.721274995304163,527.8358827258544,Accepted
1.5534089770304094,638.3738320971045,Declined
2.6885447406809453,408.8407519761997,Declined
2.858253903783069,652.8569685552479,Accepted
1.8429140510390933,597.6434641287982,Declined
2.6729800847564222,666.2987945300578,Accepted
2.5965669747568,626.8696960877594,Declined
1.6356237617355012,763.6968515968613,Accepted
2.8362298882786265,615.0269403177489,Accepted
2.9986276210945872,548.4713350649696,Accepted
3.4164409945402214,614.6757003638741,Accepted
3.393041641627922,665.1957634843666,Accepted
1.447864505634327,605.8632084390845,Declined
1.7997399680679016,604.8710029444659,Declined
2.962028213766928,515.7609974631894,Accepted
2.961028760729767,520.4518898938862,Accepted
2.9620381490448384,431.68736738403675,Declined
5.632185192523777,809.9492091824327,Accepted
3.0067124085545336,450.7364117530458,Declined
3.458452512144479,516.8513762644911,Accepted
3.3132014107945618,513.7911281316963,Accepted
3.071113001044638,707.390925233333,Accepted
2.2977846042877235,564.6060386049567,Declined
3.1571753763946138,749.729048720848,Accepted
1.9317398283699423,519.1811250907358,Declined
2.3605451146079925,633.4792994668562,Accepted
2.161709161736717,499.7583536088291,Accepted
2.615499311509058,857.4178953328067,Accepted
4.401726853338807,457.48818971645846,Accepted
1.0561878459266012,637.1784852272433,Declined
3.0990081522996107,676.0532257118518,Accepted
1.2598273030482785,649.6558916941798,Declined
2.172454507368453,577.765480934675,Declined
3.421160477573893,584.4215160319889,Accepted
2.60142401527637,605.2573766374932,Accepted
1.6878041776565549,582.3597598045814,Declined
1.977757032592025,715.6654940153892,Declined
3.0936781991477407,865.2627601909621,Accepted
1.9657066946262904,533.10098579906,Declined
2.7231668716655797,435.62364245051066,Declined
2.5864574719230506,589.4061541978494,Declined
2.028719721915346,909.5651205185181,Accepted
4.2651552714602605,503.5590518436323,Accepted
3.057135217854409,796.6940166532881,Accepted
0.929885930673914,801.3240976891728,Declined
2.699163451815542,533.5694109950407,Declined
2.0205708281852894,668.2779695022331,Declined
3.2319466678369793,795.4075947754245,Accepted
1.9159834092538393,554.5046710815016,Declined
2.4582108468264807,575.5703567877166,Accepted
2.9539898231843655,530.1982903261628,Accepted
3.242604155336097,478.229192316856,Declined
1.5897628743553787,522.0866945920791,Declined
2.282399011327241,453.1271679885292,Declined
2.1700437510712347,604.0900161911071,Declined
2.0273366139410305,507.603212272963,Declined
3.9623633922248773,628.0543094148898,Accepted
2.873985368768764,413.2925224555647,Declined
1.5412928365319636,639.7056278657349,Declined
3.2842895576438207,700.023475393071,Accepted
4.247724957610107,360.75172289142535,Declined
3.3759722084409174,644.8867883817087,Accepted
1.334504027236789,747.320279096795,Declined
2.1626127417069987,454.8430777570553,Declined
3.563528919349298,800.7086864205244,Accepted
1.983864427504975,650.2822811239254,Declined
2.9050555425169824,515.398577308991,Declined
3.169707242743469,593.3077106810753,Accepted
1.8084556227375335,666.9992295026067,Declined
2.5023797151505596,609.1206469694894,Accepted
-0.04301387205525842,664.6507190935642,Declined
1.7304898869325678,489.519168830476,Declined
2.3479454788854714,620.3232988843293,Accepted
1.5517734544281203,430.35426037140235,Declined
3.8559290431453084,586.6528726381559,Accepted
1.4058868976314935,491.5310830242252,Declined
2.1979644106424128,511.736406889228,Declined
2.654592461828873,748.3311810252525,Accepted
3.7030186312528923,730.9572144713122,Accepted
1.4013102790564482,673.0965745088613,Declined
3.4805310017239677,468.92246823929054,Accepted
2.5581864488156696,562.0309860366237,Declined
1.764793079161639,745.571723997502,Declined
2.9196827794106164,617.0060296367885,Accepted
2.709247756458776,878.3195447978032,Accepted
2.069826498272964,647.1981407273246,Declined
2.605841667992015,623.0458939788037,Accepted
2.2417491225105914,562.9060242956998,Declined
2.640813876200998,616.0249085738739,Declined
3.079704539616837,581.7036196343347,Accepted
3.818813452916282,684.9730412026308,Accepted
1.5597476009385205,714.8042780153501,Declined
4.256426699725013,505.68126473904607,Accepted
0.9883297603819983,440.25204557306665,Declined
2.4285719239715333,379.65535522760445,Declined
3.020653765187661,660.9589592295052,Accepted
2.774793494188026,467.59600725913515,Declined
2.051840384143525,341.65312884570204,Declined
2.3835021997141794,646.6294325437157,Accepted
2.1555992522729337,899.1599420919349,Accepted
2.0785081944446304,599.2714906152128,Declined
3.22968167761682,700.618892934197,Accepted
2.835612388772038,609.8195230257078,Accepted
1.9956723237914764,588.1332416170629,Declined
3.2696799003466004,710.2891779585323,Accepted
2.7958396167012873,565.1670546973619,Accepted
3.200289695071168,632.0870776886284,Accepted
3.0537030735388897,638.6037367435216,Accepted
1.886803991262342,519.8291455628341,Declined
2.101855167842424,719.0450819443828,Declined
3.1478348840986095,579.004829196551,Accepted
3.0382962123467716,509.31058086085864,Accepted
2.533278724828681,664.3811812284484,Accepted
2.6438619066470253,492.18384218507555,Accepted
3.57213191663074,603.3817388842954,Accepted
2.076742888931336,598.9057204026956,Declined
2.9876779049360302,730.3074678997893,Accepted
2.3882458780528846,656.9637879455943,Accepted
2.3758550374182237,596.9967649505827,Declined
3.4290214815897517,698.1319559040345,Accepted
3.210333079190424,766.8249058820776,Accepted
3.200807708800511,666.9372367622235,Accepted
3.594383045723463,601.2423143812057,Accepted
2.566803073306207,442.57965211798086,Declined
3.095562377035971,472.1863604309553,Accepted
2.301786594725235,563.3730354774399,Declined
2.8093330819907534,526.858535740886,Declined
2.445885556505852,577.5634436417465,Declined
2.6275967719941744,606.7979909876528,Accepted
3.026125620349531,663.5631305228077,Accepted
1.8954234534132217,591.540146632909,Declined
4.223909820548368,658.3801972591442,Accepted
1.7451860948002382,607.7369297772144,Declined
1.578649109769814,362.94401203753546,Declined
3.476488698800054,487.27975274174946,Declined
3.1833301551703483,582.7094933134061,Accepted
3.049295853641724,454.8366308590671,Accepted
3.0526764074114237,671.9914475995446,Accepted
2.5402025817224683,783.6900998812437,Accepted
1.8321965028113345,746.251422203678,Accepted
2.6106436465549807,574.3868554883751,Declined
2.00827063079031,778.8871364219942,Accepted
3.330095786734201,617.8400948642534,Accepted
2.432354094798289,559.5496834658353,Declined
1.8896022425659904,526.3916803750873,Declined
2.292891326677605,563.7036376214246,Declined
2.8803451634204995,553.4187817750526,Accepted
2.09902035775682,620.4499466850585,Declined
1.8922236835468547,619.2688777259838,Declined
2.74494976919353,600.3655224184097,Accepted
2.745973256886978,652.432580369562,Accepted
2.144445459703096,742.8775529743609,Accepted
2.1731693555053417,713.9464962529588,Declined
2.735639949886109,421.81224378601155,Declined
1.3915325268021406,293.5294638117654,Declined
1.4240289804987556,712.1183893487129,Declined
1.975244622998051,435.9745561901494,Declined
2.379242278630522,573.028151772878,Declined
2.7987260524784037,459.58643687287685,Accepted
3.7302849735596415,383.76234749039764,Accepted
3.2361276985616154,664.9755273845745,Accepted
2.422049176029258,691.0986192363176,Declined
2.5347870336778486,530.8187519127937,Accepted
1.7479765082897527,289.07492494261083,Declined
2.5351894912060877,534.450666209702,Declined
2.319073088863889,647.0164806483056,Accepted
2.8081748482704714,422.53061174710456,Declined
1.8882152451581415,622.0031903734987,Declined
2.9654772113929377,598.1628180992406,Accepted
3.7761911304020623,669.5149799521306,Accepted
2.4629918812345135,614.3496442096983,Declined
2.871369377679153,483.23172709421334,Accepted
3.1021151933688897,743.588580199739,Accepted
2.2290236224913307,580.9764512367636,Accepted
2.729273985448333,596.7234552588081,Declined
2.560073920625436,488.00784491121647,Declined
2.628140878839065,546.8061298570187,Declined
1.9315921729156265,493.82367431677187,Declined
2.569608139407154,579.2464728091893,Declined
2.9483986329963594,805.4050176170813,Accepted
3.7109148862360333,435.37186284823724,Accepted
3.3174166608681652,406.37263225479103,Accepted
4.272545966009245,776.540439299233,Accepted
1.9361219496895603,574.8811587417761,Declined
3.2478565093765424,519.71127136081,Accepted
2.696673604590681,724.7885624875291,Accepted
4.301842346574138,527.3261352315762,Accepted
1.9033613717158786,819.1211656256323,Accepted
1.8782225262553789,681.3511045607123,Declined
2.070485883644782,541.4506310225157,Declined
0.8508834205521543,858.8769855918604,Declined
2.129395982655391,527.3142092395994,Declined
1.9426938707570414,689.0514446411169,Declined
2.670315029180966,635.915109648779,Accepted
2.8234047806217273,756.2089547278558,Accepted
4.050936671372709,787.3813436072223,Accepted
3.31033907054884,603.840497887892,Accepted
2.0884770754700774,509.589855558458,Declined
1.8312682629213133,655.196657152694,Declined
2.9435353372052044,518.6741556297472,Declined
1.4938134343834861,841.6064697031948,Declined
4.015167012683483,616.3842397299285,Accepted
3.4935520965770293,556.161413842547,Accepted
2.174659478316236,622.161636703789,Declined
1.1794923767272978,438.34484525643643,Declined
3.63309789933233,483.40631537872184,Accepted
2.4583681237979054,744.0496689533311,Accepted
3.5402530495787694,521.1726865234325,Accepted
1.274457872964506,474.37068207816725,Declined
2.0704999816369813,664.3983303032743,Declined
2.5541949597745464,742.2844985595597,Accepted
2.5875844750117936,686.274397279808,Accepted
2.189947622816605,719.525722296698,Accepted
3.048279945877999,509.18458937166474,Accepted
1.6959036564939243,429.3827199909788,Declined
2.436096411982965,780.1600382346584,Accepted
2.6462365053695187,561.2784193389438,Accepted
2.961551067246999,569.9000380253943,Declined
3.1192919024711117,759.383297021887,Accepted
1.6502863265297045,666.7476011280792,Accepted
1.322708663411502,654.706532649793,Declined
3.572141457518807,859.8002813881301,Accepted
2.815851209583673,522.7778123543828,Accepted
1.951210770754757,711.3408153697485,Accepted
3.7909215804180185,606.8415749876501,Accepted
2.642539707434287,632.2310734635909,Accepted
3.493437747251061,783.4162111695039,Accepted
2.604014785128087,660.9402907547549,Declined
4.1985983399055895,664.5955294859559,Accepted
3.9542726739545637,728.7008804771763,Accepted
2.350828681216741,556.2056724548538,Declined
3.3272567607634844,499.2948399193192,Accepted
3.0663007596681178,474.62289671747595,Declined
3.644905246025879,364.0372092748798,Accepted
1.7780612315359163,846.7448555928387,Accepted
3.098841167998751,467.61499611339804,Declined
3.39673958947967,573.4495651697074,Accepted
1.1430084108615084,566.7824040133295,Declined
1.6033931898673797,636.8888037370921,Declined
0.9186142577919192,697.8884655047157,Declined
2.3344745324443537,703.2568186031694,Accepted
3.1240338046367695,530.0307073717274,Accepted
3.7518856416768225,579.9453943456306,Accepted
2.60927582433582,633.909594058596,Accepted
3.8528924364570334,570.1570648579743,Accepted
1.4459188334280866,792.8814691223992,Accepted
1.187294048515876,658.9169941965902,Declined
2.505561840882705,688.1853343259781,Declined
2.857252359151446,679.5457522400895,Accepted
2.5238442015247253,740.8168628982389,Accepted
0.8960463199680984,621.7225870444448,Declined
2.478703968389769,444.3801662452984,Declined
1.5064243995961173,647.962554210317,Declined
3.0857380390640308,521.8371727449805,Accepted
2.8432785968774783,536.5659981900292,Accepted
1.7980961709381156,670.3636822506112,Declined
2.1389064661306447,748.5939685720363,Accepted
1.7026291824888387,602.5525892083274,Declined
2.4998567221814625,637.0599615118756,Declined
3.3141138564009904,804.2657933562285,Accepted
1.7614191629315648,628.8903815386282,Declined
2.953237212414275,912.2019737016474,Accepted
2.1257939053020474,667.8611574757853,Accepted
1.9157017341901246,388.7084689013019,Declined
2.4643757120363534,690.4009945325439,Accepted
1.7218061420645006,645.7390061859334,Declined
2.1070805557222543,754.7703304899295,Accepted
1.5916976859289211,680.781762152395,Declined
4.121780106333111,583.3852819219471,Accepted
2.578210841577383,453.0842116452761,Declined
1.9902195936059313,574.917209125677,Declined
2.7211839285873776,497.937545494884,Declined
2.460137560247336,530.3371860234333,Declined
2.3732243203734216,670.6294085304731,Accepted
3.04133336003474,800.3885405221688,Accepted
3.1560061680378437,647.3605835787578,Accepted
2.1255990819115778,456.4940325557779,Declined
2.089345407484256,653.3523201864169,Declined
2.3299586422786844,743.5957783974782,Accepted
0.7084630682115318,526.8260514816741,Declined
1.337847150241158,583.9179399992498,Declined
3.6434994139556194,601.7625833675037,Accepted
3.865974170801027,505.8122024301312,Accepted
2.350771168354897,677.7936520612631,Accepted
3.011245570444613,585.4862221670662,Accepted
2.7990001236348285,650.3438932688433,Accepted
5.01310464676419,493.500938663748,Accepted
3.445659929147661,547.5050039611907,Accepted
2.4476659268153864,686.6857629393326,Accepted
1.7855676475196591,555.2600217489879,Declined
1.2648429437939417,807.2356621480086,Accepted
2.7127709086937783,552.0436577262477,Declined
1.9449194037725572,626.9621670902263,Declined
1.4121970323218604,711.9108998247708,Declined
2.0327416926059785,429.7961120480362,Declined
1.684761597108484,388.70294256230693,Declined
3.8997133080580517,416.92124225158864,Accepted
3.2553118055595602,751.5100924112619,Accepted
2.5436218869467058,533.7770224929063,Declined
3.7339553111120205,906.9839142801902,Accepted
2.6118946461180945,532.2902881611134,Declined
1.8609726389373888,622.1461563836444,Accepted
3.768499261815726,785.0531943081451,Accepted
2.981128034947727,840.7311465790947,Accepted
1.7202030765388345,847.3804291963677,Accepted
2.3977290575331134,745.0039476711771,Accepted
1.849505397292194,722.8875030973754,Accepted
1.443760215228531,671.1032339041419,Declined
3.290942038025313,693.4033291399966,Accepted
4.077533312376104,533.857714040576,Accepted
1.4311459409446867,501.81613398932313,Declined
3.0003753893524565,599.5950651106857,Accepted
2.029485944702538,579.5778452970086,Declined
2.160299692988243,545.6126340807269,Declined
2.0760848606089044,683.5664936948058,Accepted
1.858807384256147,714.6366250284613,Accepted
2.5888173023558614,610.6088263550217,Declined
1.8852399068711696,777.3036097266314,Declined
2.766365460623871,462.99730630397937,Declined
2.50980951244069,576.7608648864339,Accepted
2.358841562506872,513.9813215276635,Declined
1.8239490703667216,376.0156059512328,Declined
2.0885829355453334,590.078317698876,Declined
3.1543129806606047,585.390298994006,Accepted
2.9507337500995043,781.6139691890558,Accepted
1.767955804161159,675.6974021465733,Declined
2.6294658443433807,477.0975810804954,Declined
3.151109698697431,822.4911079601026,Accepted
1.2144757751029023,746.5240434630423,Declined
2.984688153903948,669.8517244162339,Accepted
2.0199009928433225,572.8219081380201,Declined
3.0064789348745276,484.8672915931824,Declined
1.9393926747659864,555.3351868714736,Declined
1.1060943194683845,730.6498343645023,Declined
1.2479660496934697,826.1503567121531,Accepted
2.5884679573291054,785.1892233926627,Accepted
2.7577780013771855,541.3380693856471,Accepted
1.8265466999164728,465.6459080053187,Declined
3.060873967021899,616.9063496293445,Accepted
1.2207839501848319,387.7872761324578,Declined
2.4971361610821465,638.7801257021738,Accepted
1.5811870401900343,582.2876896441597,Declined
2.028531113758272,544.0756197758109,Declined
2.5879189370531313,408.63563192798455,Declined
1.861669307772838,661.632012788366,Accepted
2.2423555646161395,536.0758992405706,Declined
3.3550342473715524,459.6099797147655,Declined
2.0884865043814806,255.3285344062021,Declined
3.218553689652113,596.6982113939237,Accepted
1.6462345162739052,812.6701916003693,Declined
2.973843342332226,799.3511057457445,Accepted
3.70325489652632,545.1484492096474,Accepted
0.5726843998981683,527.7345527565864,Declined
1.9124837956236185,656.2529107290029,Declined
3.011657701744432,480.193747297405,Declined
2.3875636911656057,636.2150279783359,Declined
2.846916698697047,691.9296334061628,Accepted
2.066811850627343,747.2319868661169,Accepted
2.6192718299783198,587.9815108224057,Declined
2.4254582116863364,575.5591499787641,Declined
3.4842256493278456,494.6420895892127,Accepted
2.75353667464097,500.7743575152168,Declined
2.8200821296601615,572.8225329718168,Declined
2.220498427102026,644.0838608179414,Accepted
2.159915020742005,709.63015514799,Declined
2.203953449744303,503.6185259183586,Declined
2.8655617139026375,779.1226282751426,Accepted
2.2132124153437895,567.4651678748918,Declined
2.7818198855171303,597.4359246781877,Declined
4.210320638916351,510.3345985022612,Accepted
3.246899762745354,309.091168767247,Declined
2.289181174265727,706.0854475633259,Accepted
3.510971137731156,688.421267651092,Accepted
2.2235397015827587,566.2406931458144,Declined
0.9195003718577166,608.0388860669847,Declined
1.7435309512660764,661.9127061244919,Declined
1.0533664631793151,412.4944971736149,Declined
2.268789212766953,536.5136787184447,Declined
2.564734703351641,695.3117615546192,Accepted
3.891149849820226,449.48526921969005,Accepted
2.81154189901133,635.2269518599956,Accepted
2.3747195769529084,437.21018344519143,Declined
3.2135244649467913,655.9715978920232,Accepted
0.7810917527936916,595.723022124302,Declined
2.7384916464868527,406.18418209133887,Declined
3.1666921551095735,739.7687225348606,Accepted
1.3671310033761266,511.8490107842341,Declined
3.4650032345655433,502.76970755827426,Accepted
2.820797125995531,624.0683036677132,Accepted
2.2177696688793587,737.8364819314459,Accepted
3.056225492885028,478.10138172259235,Declined
4.366554286243517,607.4015819817566,Accepted
2.695493004046796,651.4579800396688,Accepted
2.7485764690402688,683.1726728715773,Accepted
2.1825112803678044,621.172986633267,Declined
1.8701245044281665,555.9566593100013,Declined
3.214268653235396,500.6891735221536,Declined
1.8651329392729061,610.3372659655649,Declined
2.607252989775514,471.3433185617272,Declined
2.1678740425879064,249.4379419806471,Declined
2.9331838605971132,652.3871764989201,Accepted
2.8169296842295584,708.4721809303435,Accepted
3.380031955406319,316.4481077349794,Declined
2.1419868809162024,478.83231543480747,Declined
2.334100051765303,674.2985113206237,Declined
1.7669890273741538,846.8994563654038,Accepted
2.1945653919391104,602.495244921049,Accepted
2.8518403944358814,512.6396470525038,Declined
3.1555908933162815,578.0524270674192,Declined
1.8122677406578993,764.9851702977821,Accepted
3.2456847360845282,522.4842985050558,Accepted
3.6345102870439607,504.0969592019696,Accepted
2.8807479225789603,542.0707773381561,Declined
4.051436650046453,485.6005670089545,Accepted
1.9309686407171414,614.7204379193755,Declined
1.5542762373508663,794.9614150163472,Declined
1.127023800876577,638.7695127739235,Declined
3.7468354491913463,569.7175797448455,Accepted
3.073492525083246,564.9826477301347,Accepted
2.5055322632716357,412.41710295640115,Declined
2.773974901055856,705.973173257659,Accepted
1.6496087621612987,590.6595363584638,Declined
4.506601583693461,578.3424103691249,Accepted
2.653376945580182,983.1729081413832,Accepted
2.637515835683914,635.8503490038823,Accepted
3.1306132991189535,509.7850739885779,Accepted
2.9348073853893704,548.8370884553348,Accepted
2.729107219423305,737.8134851036106,Accepted
1.9176204356437503,613.5924492645318,Declined
2.9271746857087964,427.406642601916,Declined
4.055619597180026,710.3074721490244,Accepted
3.6263360369239823,519.8227097353207,Accepted
3.8245493013115173,824.7957331461055,Accepted
2.1410274588550515,729.6057678857578,Declined
1.758316143793135,546.3213725209498,Declined
2.4493704639202813,753.7219634082136,Accepted
2.5945799298309553,608.1426612632883,Declined
3.4253532147767585,702.3328410146663,Accepted
1.1960282962281443,658.167938075337,Declined
3.773640255568491,498.4372014010952,Accepted
2.423593681136808,522.7740201219045,Declined
2.2084951440420637,723.5952981097394,Accepted
1.7403164997918656,559.8269601472151,Declined
1.2261146625073842,551.5621844109604,Declined
3.2085364671695316,485.38529047807765,Accepted
2.608654373750723,650.8318878712154,Accepted
1.5180312802071567,847.5029903091774,Declined
1.513936982349107,471.8960502894872,Declined
2.2813722405678973,602.906334800731,Accepted
3.8852172202315143,769.4664666498516,Accepted
2.342326918909116,590.4430330505141,Declined
1.3474856375055149,654.2846155499681,Declined
2.3534055487312444,472.5127766223744,Declined
2.3318211442018635,651.3968516649178,Declined
0.3924906856467425,577.5426881994541,Declined
2.50656410678575,718.2875994815836,Accepted
2.3652523758330575,742.4863261877701,Accepted
3.1069650918507348,910.7476370422337,Accepted
4.029164875956276,669.5559807856291,Accepted
3.451252023638206,639.09555798986,Accepted
2.3348890475561355,623.3261161892804,Accepted
1.6647792730066635,557.6200448627174,Declined
4.608687842599888,640.6180612154029,Accepted
2.5973747472115902,564.5518307833165,Accepted
2.561143433530357,620.2153171523537,Declined
2.530699930311997,758.1117042729552,Accepted
2.7084678086142837,479.21489216644306,Declined
2.434511670460846,736.7854273354855,Accepted
2.091070394495811,758.0538080807838,Declined
2.112512847007686,585.8317767610705,Declined
2.523797383827201,345.37741211896866,Declined
2.115260183092988,527.0613615486681,Declined
1.9797233738582682,755.6393455873331,Accepted
