ShipDateKey,SONumber,SOLineNumber,OrderQuantity,UnitPrice,ShipDate,ProductName,ProductSubcategory
20080504,SO69159,2,1,2384.07,5/4/2008,"Touring-1000 Blue, 46",Touring Bikes
20080506,SO69257,2,1,1700.99,5/6/2008,"Road-350-W Yellow, 48",Road Bikes
20080507,SO69380,2,1,1214.85,5/7/2008,"Touring-2000 Blue, 60",Touring Bikes
20080510,SO69773,2,1,2384.07,5/10/2008,"Touring-1000 Blue, 46",Touring Bikes
20080512,SO69935,2,1,539.99,5/12/2008,"Road-750 Black, 48",Road Bikes
20080515,SO70155,2,1,539.99,5/15/2008,"Road-750 Black, 48",Road Bikes
20080518,SO70324,2,1,564.99,5/18/2008,"Mountain-500 Silver, 52",Mountain Bikes
20080519,SO70448,2,1,539.99,5/19/2008,"Road-750 Black, 58",Road Bikes
20080522,SO70670,2,1,539.99,5/22/2008,"Road-750 Black, 52",Road Bikes
20080527,SO71023,2,1,2384.07,5/27/2008,"Touring-1000 Yellow, 46",Touring Bikes
20080606,SO71632,2,1,539.99,6/6/2008,"Mountain-500 Black, 40",Mountain Bikes
20080607,SO71762,2,1,2384.07,6/7/2008,"Touring-1000 Yellow, 60",Touring Bikes
20080611,SO72169,2,1,539.99,6/11/2008,"Road-750 Black, 44",Road Bikes
20080611,SO72185,2,1,2384.07,6/11/2008,"Touring-1000 Yellow, 54",Touring Bikes
20080622,SO72972,2,1,539.99,6/22/2008,"Mountain-500 Black, 48",Mountain Bikes
20080623,SO73081,2,1,1214.85,6/23/2008,"Touring-2000 Blue, 50",Touring Bikes
20080625,SO73240,2,1,1214.85,6/25/2008,"Touring-2000 Blue, 50",Touring Bikes
20080627,SO73381,2,1,742.35,6/27/2008,"Touring-3000 Blue, 44",Touring Bikes
20080705,SO74010,2,1,539.99,7/5/2008,"Road-750 Black, 52",Road Bikes
20080104,SO60941,1,1,1214.85,1/4/2008,"Touring-2000 Blue, 50",Touring Bikes
20080104,SO60942,1,1,1214.85,1/4/2008,"Touring-2000 Blue, 50",Touring Bikes
20080105,SO61019,1,1,1214.85,1/5/2008,"Touring-2000 Blue, 50",Touring Bikes
20080112,SO61527,1,1,1214.85,1/12/2008,"Touring-2000 Blue, 50",Touring Bikes
20080112,SO61529,1,1,1214.85,1/12/2008,"Touring-2000 Blue, 50",Touring Bikes
20080114,SO61638,1,1,1214.85,1/14/2008,"Touring-2000 Blue, 50",Touring Bikes
20080116,SO61775,1,1,1214.85,1/16/2008,"Touring-2000 Blue, 50",Touring Bikes
20080123,SO62216,1,1,1214.85,1/23/2008,"Touring-2000 Blue, 50",Touring Bikes
20080128,SO62521,1,1,1214.85,1/28/2008,"Touring-2000 Blue, 50",Touring Bikes
20080203,SO62866,1,1,1214.85,2/3/2008,"Touring-2000 Blue, 50",Touring Bikes
20080218,SO63981,1,1,1214.85,2/18/2008,"Touring-2000 Blue, 50",Touring Bikes
20080225,SO64438,1,1,1214.85,2/25/2008,"Touring-2000 Blue, 50",Touring Bikes
20080226,SO64506,1,1,1214.85,2/26/2008,"Touring-2000 Blue, 50",Touring Bikes
20080226,SO64512,1,1,1214.85,2/26/2008,"Touring-2000 Blue, 50",Touring Bikes
20080228,SO64667,1,1,1214.85,2/28/2008,"Touring-2000 Blue, 50",Touring Bikes
20080228,SO64668,1,1,1214.85,2/28/2008,"Touring-2000 Blue, 50",Touring Bikes
20080229,SO64715,1,1,1214.85,2/29/2008,"Touring-2000 Blue, 50",Touring Bikes
20080317,SO65944,1,1,1214.85,3/17/2008,"Touring-2000 Blue, 50",Touring Bikes
20080321,SO66206,1,1,1214.85,3/21/2008,"Touring-2000 Blue, 50",Touring Bikes
20080322,SO66260,1,1,1214.85,3/22/2008,"Touring-2000 Blue, 50",Touring Bikes
20080327,SO66552,1,1,1214.85,3/27/2008,"Touring-2000 Blue, 50",Touring Bikes
20080330,SO66756,1,1,1214.85,3/30/2008,"Touring-2000 Blue, 50",Touring Bikes
20080331,SO66816,1,1,1214.85,3/31/2008,"Touring-2000 Blue, 50",Touring Bikes
20080404,SO67071,1,1,1214.85,4/4/2008,"Touring-2000 Blue, 50",Touring Bikes
20080406,SO67196,1,1,1214.85,4/6/2008,"Touring-2000 Blue, 50",Touring Bikes
20080411,SO67634,1,1,1214.85,4/11/2008,"Touring-2000 Blue, 50",Touring Bikes
20080412,SO67693,1,1,1214.85,4/12/2008,"Touring-2000 Blue, 50",Touring Bikes
20080413,SO67752,1,1,1214.85,4/13/2008,"Touring-2000 Blue, 50",Touring Bikes
20080414,SO67824,1,1,1214.85,4/14/2008,"Touring-2000 Blue, 50",Touring Bikes
20080421,SO68250,1,1,1214.85,4/21/2008,"Touring-2000 Blue, 50",Touring Bikes
20080421,SO68265,1,1,1214.85,4/21/2008,"Touring-2000 Blue, 50",Touring Bikes
20080423,SO68397,1,1,1214.85,4/23/2008,"Touring-2000 Blue, 50",Touring Bikes
20080426,SO68603,1,1,1214.85,4/26/2008,"Touring-2000 Blue, 50",Touring Bikes
20080427,SO68678,1,1,1214.85,4/27/2008,"Touring-2000 Blue, 50",Touring Bikes
20080507,SO69379,1,1,1214.85,5/7/2008,"Touring-2000 Blue, 50",Touring Bikes
20080508,SO69636,1,1,1214.85,5/8/2008,"Touring-2000 Blue, 50",Touring Bikes
20080510,SO69769,1,1,1214.85,5/10/2008,"Touring-2000 Blue, 50",Touring Bikes
20080512,SO69918,1,1,1214.85,5/12/2008,"Touring-2000 Blue, 50",Touring Bikes
20080512,SO69931,1,1,1214.85,5/12/2008,"Touring-2000 Blue, 50",Touring Bikes
20080512,SO69942,1,1,1214.85,5/12/2008,"Touring-2000 Blue, 50",Touring Bikes
20080514,SO70077,1,1,1214.85,5/14/2008,"Touring-2000 Blue, 50",Touring Bikes
20080516,SO70230,1,1,1214.85,5/16/2008,"Touring-2000 Blue, 50",Touring Bikes
20080517,SO70300,1,1,1214.85,5/17/2008,"Touring-2000 Blue, 50",Touring Bikes
20080517,SO70302,1,1,1214.85,5/17/2008,"Touring-2000 Blue, 50",Touring Bikes
20080525,SO70856,1,1,1214.85,5/25/2008,"Touring-2000 Blue, 50",Touring Bikes
20080526,SO70936,1,1,1214.85,5/26/2008,"Touring-2000 Blue, 50",Touring Bikes
20080528,SO71068,1,1,1214.85,5/28/2008,"Touring-2000 Blue, 50",Touring Bikes
20080605,SO71601,1,1,1214.85,6/5/2008,"Touring-2000 Blue, 50",Touring Bikes
20080607,SO71760,1,1,1214.85,6/7/2008,"Touring-2000 Blue, 50",Touring Bikes
20080608,SO71983,1,1,1214.85,6/8/2008,"Touring-2000 Blue, 50",Touring Bikes
20080609,SO72052,1,1,1214.85,6/9/2008,"Touring-2000 Blue, 50",Touring Bikes
20080613,SO72332,1,1,1214.85,6/13/2008,"Touring-2000 Blue, 50",Touring Bikes
20080614,SO72422,1,1,1214.85,6/14/2008,"Touring-2000 Blue, 50",Touring Bikes
20080616,SO72581,1,1,1214.85,6/16/2008,"Touring-2000 Blue, 50",Touring Bikes
20080617,SO72628,1,1,1214.85,6/17/2008,"Touring-2000 Blue, 50",Touring Bikes
20080620,SO72832,1,1,1214.85,6/20/2008,"Touring-2000 Blue, 50",Touring Bikes
20080621,SO72927,1,1,1214.85,6/21/2008,"Touring-2000 Blue, 50",Touring Bikes
20080623,SO73073,1,1,1214.85,6/23/2008,"Touring-2000 Blue, 50",Touring Bikes
20080624,SO73165,1,1,1214.85,6/24/2008,"Touring-2000 Blue, 50",Touring Bikes
20080626,SO73316,1,1,1214.85,6/26/2008,"Touring-2000 Blue, 50",Touring Bikes
20080626,SO73317,1,1,1214.85,6/26/2008,"Touring-2000 Blue, 50",Touring Bikes
20080703,SO73848,1,1,1214.85,7/3/2008,"Touring-2000 Blue, 50",Touring Bikes
20080706,SO74071,1,1,1214.85,7/6/2008,"Touring-2000 Blue, 50",Touring Bikes
20080706,SO74095,1,1,1214.85,7/6/2008,"Touring-2000 Blue, 50",Touring Bikes
20080101,SO60739,1,1,1214.85,1/1/2008,"Touring-2000 Blue, 54",Touring Bikes
20080101,SO60740,1,1,1214.85,1/1/2008,"Touring-2000 Blue, 46",Touring Bikes
20080101,SO60761,1,1,1214.85,1/1/2008,"Touring-2000 Blue, 46",Touring Bikes
20080102,SO60814,1,1,1214.85,1/2/2008,"Touring-2000 Blue, 54",Touring Bikes
20080102,SO60819,1,1,1214.85,1/2/2008,"Touring-2000 Blue, 54",Touring Bikes
20080102,SO60833,1,1,1214.85,1/2/2008,"Touring-2000 Blue, 60",Touring Bikes
20080104,SO60933,1,1,1214.85,1/4/2008,"Touring-2000 Blue, 54",Touring Bikes
20080105,SO61031,1,1,1214.85,1/5/2008,"Touring-2000 Blue, 54",Touring Bikes
20080108,SO61304,1,1,1214.85,1/8/2008,"Touring-2000 Blue, 60",Touring Bikes
20080110,SO61425,1,1,1214.85,1/10/2008,"Touring-2000 Blue, 54",Touring Bikes
20080111,SO61469,1,1,1214.85,1/11/2008,"Touring-2000 Blue, 60",Touring Bikes
20080112,SO61526,1,1,1214.85,1/12/2008,"Touring-2000 Blue, 60",Touring Bikes
20080115,SO61718,1,1,1214.85,1/15/2008,"Touring-2000 Blue, 60",Touring Bikes
20080117,SO61843,1,1,1214.85,1/17/2008,"Touring-2000 Blue, 46",Touring Bikes
20080119,SO61970,1,1,1214.85,1/19/2008,"Touring-2000 Blue, 54",Touring Bikes
20080120,SO62011,1,1,1214.85,1/20/2008,"Touring-2000 Blue, 54",Touring Bikes
20080120,SO62019,1,1,1214.85,1/20/2008,"Touring-2000 Blue, 60",Touring Bikes
20080122,SO62146,1,1,1214.85,1/22/2008,"Touring-2000 Blue, 46",Touring Bikes
20080123,SO62223,1,1,1214.85,1/23/2008,"Touring-2000 Blue, 46",Touring Bikes
20080124,SO62278,1,1,1214.85,1/24/2008,"Touring-2000 Blue, 54",Touring Bikes
20080124,SO62283,1,1,1214.85,1/24/2008,"Touring-2000 Blue, 54",Touring Bikes
20080127,SO62451,1,1,1214.85,1/27/2008,"Touring-2000 Blue, 46",Touring Bikes
20080127,SO62452,1,1,1214.85,1/27/2008,"Touring-2000 Blue, 46",Touring Bikes
20080129,SO62564,1,1,1214.85,1/29/2008,"Touring-2000 Blue, 46",Touring Bikes
20080131,SO62679,1,1,1214.85,1/31/2008,"Touring-2000 Blue, 60",Touring Bikes
20080205,SO62988,1,1,1214.85,2/5/2008,"Touring-2000 Blue, 54",Touring Bikes
20080206,SO63048,1,1,1214.85,2/6/2008,"Touring-2000 Blue, 54",Touring Bikes
20080207,SO63102,1,1,1214.85,2/7/2008,"Touring-2000 Blue, 46",Touring Bikes
20080208,SO63351,1,1,1214.85,2/8/2008,"Touring-2000 Blue, 60",Touring Bikes
20080210,SO63488,1,1,1214.85,2/10/2008,"Touring-2000 Blue, 54",Touring Bikes
20080211,SO63548,1,1,1214.85,2/11/2008,"Touring-2000 Blue, 60",Touring Bikes
20080214,SO63731,1,1,1214.85,2/14/2008,"Touring-2000 Blue, 60",Touring Bikes
20080214,SO63739,1,1,1214.85,2/14/2008,"Touring-2000 Blue, 54",Touring Bikes
20080217,SO63932,1,1,1214.85,2/17/2008,"Touring-2000 Blue, 54",Touring Bikes
20080217,SO63938,1,1,1214.85,2/17/2008,"Touring-2000 Blue, 46",Touring Bikes
20080219,SO64052,1,1,1214.85,2/19/2008,"Touring-2000 Blue, 60",Touring Bikes
20080221,SO64160,1,1,1214.85,2/21/2008,"Touring-2000 Blue, 54",Touring Bikes
20080224,SO64357,1,1,1214.85,2/24/2008,"Touring-2000 Blue, 46",Touring Bikes
20080224,SO64365,1,1,1214.85,2/24/2008,"Touring-2000 Blue, 46",Touring Bikes
20080225,SO64430,1,1,1214.85,2/25/2008,"Touring-2000 Blue, 60",Touring Bikes
20080225,SO64437,1,1,1214.85,2/25/2008,"Touring-2000 Blue, 54",Touring Bikes
20080226,SO64507,1,1,1214.85,2/26/2008,"Touring-2000 Blue, 60",Touring Bikes
20080226,SO64511,1,1,1214.85,2/26/2008,"Touring-2000 Blue, 46",Touring Bikes
20080229,SO64716,1,1,1214.85,2/29/2008,"Touring-2000 Blue, 46",Touring Bikes
20080301,SO64771,1,1,1214.85,3/1/2008,"Touring-2000 Blue, 60",Touring Bikes
20080301,SO64778,1,1,1214.85,3/1/2008,"Touring-2000 Blue, 46",Touring Bikes
20080302,SO64840,1,1,1214.85,3/2/2008,"Touring-2000 Blue, 54",Touring Bikes
20080305,SO65020,1,1,1214.85,3/5/2008,"Touring-2000 Blue, 54",Touring Bikes
20080307,SO65137,1,1,1214.85,3/7/2008,"Touring-2000 Blue, 60",Touring Bikes
20080309,SO65435,1,1,1214.85,3/9/2008,"Touring-2000 Blue, 54",Touring Bikes
20080312,SO65608,1,1,1214.85,3/12/2008,"Touring-2000 Blue, 60",Touring Bikes
20080314,SO65726,1,1,1214.85,3/14/2008,"Touring-2000 Blue, 60",Touring Bikes
20080314,SO65743,1,1,1214.85,3/14/2008,"Touring-2000 Blue, 46",Touring Bikes
20080315,SO65775,1,1,1214.85,3/15/2008,"Touring-2000 Blue, 60",Touring Bikes
20080315,SO65776,1,1,1214.85,3/15/2008,"Touring-2000 Blue, 46",Touring Bikes
20080315,SO65786,1,1,1214.85,3/15/2008,"Touring-2000 Blue, 46",Touring Bikes
20080316,SO65861,1,1,1214.85,3/16/2008,"Touring-2000 Blue, 54",Touring Bikes
20080316,SO65877,1,1,1214.85,3/16/2008,"Touring-2000 Blue, 46",Touring Bikes
20080319,SO66068,1,1,1214.85,3/19/2008,"Touring-2000 Blue, 46",Touring Bikes
20080320,SO66143,1,1,1214.85,3/20/2008,"Touring-2000 Blue, 46",Touring Bikes
20080321,SO66205,1,1,1214.85,3/21/2008,"Touring-2000 Blue, 54",Touring Bikes
20080322,SO66245,1,1,1214.85,3/22/2008,"Touring-2000 Blue, 46",Touring Bikes
20080322,SO66246,1,1,1214.85,3/22/2008,"Touring-2000 Blue, 60",Touring Bikes
20080324,SO66357,1,1,1214.85,3/24/2008,"Touring-2000 Blue, 54",Touring Bikes
20080325,SO66413,1,1,1214.85,3/25/2008,"Touring-2000 Blue, 54",Touring Bikes
20080326,SO66492,1,1,1214.85,3/26/2008,"Touring-2000 Blue, 54",Touring Bikes
20080328,SO66626,1,1,1214.85,3/28/2008,"Touring-2000 Blue, 60",Touring Bikes
20080328,SO66627,1,1,1214.85,3/28/2008,"Touring-2000 Blue, 54",Touring Bikes
20080329,SO66691,1,1,1214.85,3/29/2008,"Touring-2000 Blue, 54",Touring Bikes
20080403,SO67006,1,1,1214.85,4/3/2008,"Touring-2000 Blue, 46",Touring Bikes
20080406,SO67195,1,1,1214.85,4/6/2008,"Touring-2000 Blue, 60",Touring Bikes
20080409,SO67461,1,1,1214.85,4/9/2008,"Touring-2000 Blue, 54",Touring Bikes
20080409,SO67468,1,1,1214.85,4/9/2008,"Touring-2000 Blue, 46",Touring Bikes
20080409,SO67480,1,1,1214.85,4/9/2008,"Touring-2000 Blue, 46",Touring Bikes
20080410,SO67561,1,1,1214.85,4/10/2008,"Touring-2000 Blue, 46",Touring Bikes
20080413,SO67753,1,1,1214.85,4/13/2008,"Touring-2000 Blue, 60",Touring Bikes
20080414,SO67823,1,1,1214.85,4/14/2008,"Touring-2000 Blue, 46",Touring Bikes
20080415,SO67896,1,1,1214.85,4/15/2008,"Touring-2000 Blue, 54",Touring Bikes
20080417,SO68008,1,1,1214.85,4/17/2008,"Touring-2000 Blue, 60",Touring Bikes
20080419,SO68141,1,1,1214.85,4/19/2008,"Touring-2000 Blue, 46",Touring Bikes
20080419,SO68142,1,1,1214.85,4/19/2008,"Touring-2000 Blue, 60",Touring Bikes
20080424,SO68455,1,1,1214.85,4/24/2008,"Touring-2000 Blue, 46",Touring Bikes
20080424,SO68456,1,1,1214.85,4/24/2008,"Touring-2000 Blue, 46",Touring Bikes
20080425,SO68512,1,1,1214.85,4/25/2008,"Touring-2000 Blue, 46",Touring Bikes
20080426,SO68604,1,1,1214.85,4/26/2008,"Touring-2000 Blue, 46",Touring Bikes
20080429,SO68783,1,1,1214.85,4/29/2008,"Touring-2000 Blue, 54",Touring Bikes
20080429,SO68784,1,1,1214.85,4/29/2008,"Touring-2000 Blue, 54",Touring Bikes
20080429,SO68785,1,1,1214.85,4/29/2008,"Touring-2000 Blue, 54",Touring Bikes
20080429,SO68809,1,1,1214.85,4/29/2008,"Touring-2000 Blue, 60",Touring Bikes
20080502,SO69011,1,1,1214.85,5/2/2008,"Touring-2000 Blue, 60",Touring Bikes
20080503,SO69076,1,1,1214.85,5/3/2008,"Touring-2000 Blue, 60",Touring Bikes
20080503,SO69077,1,1,1214.85,5/3/2008,"Touring-2000 Blue, 46",Touring Bikes
20080503,SO69078,1,1,1214.85,5/3/2008,"Touring-2000 Blue, 60",Touring Bikes
20080505,SO69221,1,1,1214.85,5/5/2008,"Touring-2000 Blue, 54",Touring Bikes
20080505,SO69231,1,1,1214.85,5/5/2008,"Touring-2000 Blue, 46",Touring Bikes
20080505,SO69242,1,1,1214.85,5/5/2008,"Touring-2000 Blue, 60",Touring Bikes
20080510,SO69770,1,1,1214.85,5/10/2008,"Touring-2000 Blue, 60",Touring Bikes
20080512,SO69917,1,1,1214.85,5/12/2008,"Touring-2000 Blue, 60",Touring Bikes
20080512,SO69928,1,1,1214.85,5/12/2008,"Touring-2000 Blue, 54",Touring Bikes
20080513,SO69994,1,1,1214.85,5/13/2008,"Touring-2000 Blue, 54",Touring Bikes
20080513,SO69995,1,1,1214.85,5/13/2008,"Touring-2000 Blue, 60",Touring Bikes
20080514,SO70066,1,1,1214.85,5/14/2008,"Touring-2000 Blue, 54",Touring Bikes
20080515,SO70146,1,1,1214.85,5/15/2008,"Touring-2000 Blue, 46",Touring Bikes
20080515,SO70154,1,1,1214.85,5/15/2008,"Touring-2000 Blue, 60",Touring Bikes
20080516,SO70222,1,1,1214.85,5/16/2008,"Touring-2000 Blue, 54",Touring Bikes
20080518,SO70363,1,1,1214.85,5/18/2008,"Touring-2000 Blue, 60",Touring Bikes
20080521,SO70572,1,1,1214.85,5/21/2008,"Touring-2000 Blue, 60",Touring Bikes
20080521,SO70582,1,1,1214.85,5/21/2008,"Touring-2000 Blue, 46",Touring Bikes
20080521,SO70595,1,1,1214.85,5/21/2008,"Touring-2000 Blue, 54",Touring Bikes
20080522,SO70655,1,1,1214.85,5/22/2008,"Touring-2000 Blue, 60",Touring Bikes
20080526,SO70937,1,1,1214.85,5/26/2008,"Touring-2000 Blue, 54",Touring Bikes
20080527,SO71004,1,1,1214.85,5/27/2008,"Touring-2000 Blue, 46",Touring Bikes
20080528,SO71069,1,1,1214.85,5/28/2008,"Touring-2000 Blue, 54",Touring Bikes
20080528,SO71078,1,1,1214.85,5/28/2008,"Touring-2000 Blue, 54",Touring Bikes
20080530,SO71200,1,1,1214.85,5/30/2008,"Touring-2000 Blue, 46",Touring Bikes
20080530,SO71201,1,1,1214.85,5/30/2008,"Touring-2000 Blue, 46",Touring Bikes
20080531,SO71279,1,1,1214.85,5/31/2008,"Touring-2000 Blue, 54",Touring Bikes
20080601,SO71334,1,1,1214.85,6/1/2008,"Touring-2000 Blue, 60",Touring Bikes
20080603,SO71475,1,1,1214.85,6/3/2008,"Touring-2000 Blue, 54",Touring Bikes
20080604,SO71557,1,1,1214.85,6/4/2008,"Touring-2000 Blue, 54",Touring Bikes
20080607,SO71747,1,1,1214.85,6/7/2008,"Touring-2000 Blue, 46",Touring Bikes
20080607,SO71759,1,1,1214.85,6/7/2008,"Touring-2000 Blue, 54",Touring Bikes
20080610,SO72098,1,1,1214.85,6/10/2008,"Touring-2000 Blue, 60",Touring Bikes
20080612,SO72244,1,1,1214.85,6/12/2008,"Touring-2000 Blue, 46",Touring Bikes
20080612,SO72257,1,1,1214.85,6/12/2008,"Touring-2000 Blue, 46",Touring Bikes
20080614,SO72410,1,1,1214.85,6/14/2008,"Touring-2000 Blue, 46",Touring Bikes
20080614,SO72411,1,1,1214.85,6/14/2008,"Touring-2000 Blue, 60",Touring Bikes
20080614,SO72421,1,1,1214.85,6/14/2008,"Touring-2000 Blue, 54",Touring Bikes
20080616,SO72563,1,1,1214.85,6/16/2008,"Touring-2000 Blue, 54",Touring Bikes
20080617,SO72639,1,1,1214.85,6/17/2008,"Touring-2000 Blue, 46",Touring Bikes
20080620,SO72847,1,1,1214.85,6/20/2008,"Touring-2000 Blue, 46",Touring Bikes
20080621,SO72911,1,1,1214.85,6/21/2008,"Touring-2000 Blue, 46",Touring Bikes
20080621,SO72912,1,1,1214.85,6/21/2008,"Touring-2000 Blue, 60",Touring Bikes
20080621,SO72926,1,1,1214.85,6/21/2008,"Touring-2000 Blue, 60",Touring Bikes
20080621,SO72951,1,1,1214.85,6/21/2008,"Touring-2000 Blue, 54",Touring Bikes
20080622,SO73009,1,1,1214.85,6/22/2008,"Touring-2000 Blue, 54",Touring Bikes
20080623,SO73072,1,1,1214.85,6/23/2008,"Touring-2000 Blue, 60",Touring Bikes
20080623,SO73080,1,1,1214.85,6/23/2008,"Touring-2000 Blue, 46",Touring Bikes
20080624,SO73166,1,1,1214.85,6/24/2008,"Touring-2000 Blue, 54",Touring Bikes
20080626,SO73314,1,1,1214.85,6/26/2008,"Touring-2000 Blue, 46",Touring Bikes
20080626,SO73336,1,1,1214.85,6/26/2008,"Touring-2000 Blue, 46",Touring Bikes
20080628,SO73477,1,1,1214.85,6/28/2008,"Touring-2000 Blue, 54",Touring Bikes
20080628,SO73479,1,1,1214.85,6/28/2008,"Touring-2000 Blue, 54",Touring Bikes
20080628,SO73502,1,1,1214.85,6/28/2008,"Touring-2000 Blue, 54",Touring Bikes
20080630,SO73621,1,1,1214.85,6/30/2008,"Touring-2000 Blue, 46",Touring Bikes
20080630,SO73639,1,1,1214.85,6/30/2008,"Touring-2000 Blue, 60",Touring Bikes
20080701,SO73689,1,1,1214.85,7/1/2008,"Touring-2000 Blue, 60",Touring Bikes
20080702,SO73758,1,1,1214.85,7/2/2008,"Touring-2000 Blue, 60",Touring Bikes
20080705,SO74001,1,1,1214.85,7/5/2008,"Touring-2000 Blue, 54",Touring Bikes
20080706,SO74080,1,1,1214.85,7/6/2008,"Touring-2000 Blue, 46",Touring Bikes
20080707,SO74133,1,1,1214.85,7/7/2008,"Touring-2000 Blue, 60",Touring Bikes
20080707,SO74134,1,1,1214.85,7/7/2008,"Touring-2000 Blue, 54",Touring Bikes
20080707,SO74138,1,1,1214.85,7/7/2008,"Touring-2000 Blue, 54",Touring Bikes
20080101,SO60737,1,1,742.35,1/1/2008,"Touring-3000 Yellow, 50",Touring Bikes
20080101,SO60738,1,1,742.35,1/1/2008,"Touring-3000 Yellow, 54",Touring Bikes
20080101,SO60748,1,1,742.35,1/1/2008,"Touring-3000 Yellow, 44",Touring Bikes
20080101,SO60750,1,1,742.35,1/1/2008,"Touring-3000 Yellow, 50",Touring Bikes
20080101,SO60751,1,1,742.35,1/1/2008,"Touring-3000 Yellow, 50",Touring Bikes
20080101,SO60762,1,1,742.35,1/1/2008,"Touring-3000 Blue, 58",Touring Bikes
20080101,SO60763,1,1,742.35,1/1/2008,"Touring-3000 Yellow, 44",Touring Bikes
20080102,SO60834,1,1,742.35,1/2/2008,"Touring-3000 Yellow, 50",Touring Bikes
20080103,SO60878,1,1,742.35,1/3/2008,"Touring-3000 Blue, 44",Touring Bikes
20080103,SO60879,1,1,742.35,1/3/2008,"Touring-3000 Yellow, 54",Touring Bikes
20080103,SO60894,1,1,742.35,1/3/2008,"Touring-3000 Blue, 62",Touring Bikes
20080104,SO60940,1,1,742.35,1/4/2008,"Touring-3000 Blue, 44",Touring Bikes
20080105,SO61032,1,1,742.35,1/5/2008,"Touring-3000 Blue, 44",Touring Bikes
20080106,SO61078,1,1,742.35,1/6/2008,"Touring-3000 Blue, 50",Touring Bikes
20080107,SO61157,1,1,742.35,1/7/2008,"Touring-3000 Yellow, 44",Touring Bikes
20080108,SO61312,1,1,742.35,1/8/2008,"Touring-3000 Blue, 58",Touring Bikes
20080109,SO61363,1,1,742.35,1/9/2008,"Touring-3000 Yellow, 54",Touring Bikes
20080109,SO61369,1,1,742.35,1/9/2008,"Touring-3000 Blue, 54",Touring Bikes
20080111,SO61467,1,1,742.35,1/11/2008,"Touring-3000 Blue, 44",Touring Bikes
20080111,SO61468,1,1,742.35,1/11/2008,"Touring-3000 Blue, 58",Touring Bikes
20080111,SO61474,1,1,742.35,1/11/2008,"Touring-3000 Yellow, 50",Touring Bikes
20080112,SO61528,1,1,742.35,1/12/2008,"Touring-3000 Yellow, 54",Touring Bikes
