ShipDateKey,SONumber,SOLineNumber,OrderQuantity,UnitPrice,ShipDate,ProductName,ProductSubcategory
20080503,SO69054,2,1,63.5,5/3/2008,"Classic Vest, M",Vests
20080503,SO69056,3,1,63.5,5/3/2008,"Classic Vest, M",Vests
20080507,SO69344,2,1,63.5,5/7/2008,"Classic Vest, M",Vests
20080507,SO69360,3,1,63.5,5/7/2008,"Classic Vest, M",Vests
20080507,SO69387,2,1,63.5,5/7/2008,"Classic Vest, M",Vests
20080509,SO69679,3,1,63.5,5/9/2008,"Classic Vest, M",Vests
20080509,SO69710,3,1,63.5,5/9/2008,"Classic Vest, M",Vests
20080510,SO69750,2,1,63.5,5/10/2008,"Classic Vest, M",Vests
20080512,SO69879,3,1,63.5,5/12/2008,"Classic Vest, M",Vests
20080512,SO69910,2,1,63.5,5/12/2008,"Classic Vest, M",Vests
20080518,SO70348,2,1,63.5,5/18/2008,"Classic Vest, M",Vests
20080519,SO70383,2,1,63.5,5/19/2008,"Classic Vest, M",Vests
20080526,SO70914,3,1,63.5,5/26/2008,"Classic Vest, M",Vests
20080527,SO70978,4,1,63.5,5/27/2008,"Classic Vest, M",Vests
20080527,SO70985,4,1,63.5,5/27/2008,"Classic Vest, M",Vests
20080527,SO70986,2,1,63.5,5/27/2008,"Classic Vest, M",Vests
20080527,SO71001,2,1,63.5,5/27/2008,"Classic Vest, M",Vests
20080528,SO71074,3,1,63.5,5/28/2008,"Classic Vest, M",Vests
20080529,SO71104,4,1,63.5,5/29/2008,"Classic Vest, M",Vests
20080604,SO71521,2,1,63.5,6/4/2008,"Classic Vest, M",Vests
20080605,SO71597,3,1,63.5,6/5/2008,"Classic Vest, M",Vests
20080605,SO71618,3,1,63.5,6/5/2008,"Classic Vest, M",Vests
20080614,SO72419,2,1,63.5,6/14/2008,"Classic Vest, M",Vests
20080616,SO72554,3,1,63.5,6/16/2008,"Classic Vest, M",Vests
20080618,SO72642,3,1,63.5,6/18/2008,"Classic Vest, M",Vests
20080620,SO72801,2,1,63.5,6/20/2008,"Classic Vest, M",Vests
20080622,SO72967,3,1,63.5,6/22/2008,"Classic Vest, M",Vests
20080628,SO73443,3,1,63.5,6/28/2008,"Classic Vest, M",Vests
20080629,SO73537,2,1,63.5,6/29/2008,"Classic Vest, M",Vests
20080630,SO73592,3,1,63.5,6/30/2008,"Classic Vest, M",Vests
20080702,SO73731,2,1,63.5,7/2/2008,"Classic Vest, M",Vests
20080702,SO73756,3,1,63.5,7/2/2008,"Classic Vest, M",Vests
20080702,SO73761,5,1,63.5,7/2/2008,"Classic Vest, M",Vests
20080703,SO73809,2,1,63.5,7/3/2008,"Classic Vest, M",Vests
20080706,SO74048,2,1,63.5,7/6/2008,"Classic Vest, M",Vests
20080707,SO74099,2,1,63.5,7/7/2008,"Classic Vest, M",Vests
20080707,SO74139,4,1,63.5,7/7/2008,"Classic Vest, M",Vests
20080714,SO74337,2,1,63.5,7/14/2008,"Classic Vest, M",Vests
20080714,SO74353,2,1,63.5,7/14/2008,"Classic Vest, M",Vests
20080721,SO74555,3,1,63.5,7/21/2008,"Classic Vest, M",Vests
20080723,SO74622,2,1,63.5,7/23/2008,"Classic Vest, M",Vests
20080724,SO74675,2,1,63.5,7/24/2008,"Classic Vest, M",Vests
20080729,SO74829,2,1,63.5,7/29/2008,"Classic Vest, M",Vests
20080731,SO74900,3,1,63.5,7/31/2008,"Classic Vest, M",Vests
20080801,SO74926,2,1,63.5,8/1/2008,"Classic Vest, M",Vests
20080803,SO74980,3,1,63.5,8/3/2008,"Classic Vest, M",Vests
20080803,SO74991,2,1,63.5,8/3/2008,"Classic Vest, M",Vests
20080806,SO75079,2,1,63.5,8/6/2008,"Classic Vest, M",Vests
20080104,SO60928,4,1,63.5,1/4/2008,"Classic Vest, S",Vests
20080107,SO61126,2,1,63.5,1/7/2008,"Classic Vest, S",Vests
20080108,SO61300,4,1,63.5,1/8/2008,"Classic Vest, S",Vests
20080109,SO61353,3,1,63.5,1/9/2008,"Classic Vest, S",Vests
20080116,SO61777,4,1,63.5,1/16/2008,"Classic Vest, S",Vests
20080118,SO61862,3,1,63.5,1/18/2008,"Classic Vest, S",Vests
20080118,SO61882,2,1,63.5,1/18/2008,"Classic Vest, S",Vests
20080122,SO62104,4,1,63.5,1/22/2008,"Classic Vest, S",Vests
20080123,SO62232,4,1,63.5,1/23/2008,"Classic Vest, S",Vests
20080125,SO62345,2,1,63.5,1/25/2008,"Classic Vest, S",Vests
20080127,SO62432,3,1,63.5,1/27/2008,"Classic Vest, S",Vests
20080128,SO62494,2,1,63.5,1/28/2008,"Classic Vest, S",Vests
20080131,SO62630,2,1,63.5,1/31/2008,"Classic Vest, S",Vests
20080202,SO62781,3,1,63.5,2/2/2008,"Classic Vest, S",Vests
20080204,SO62896,5,1,63.5,2/4/2008,"Classic Vest, S",Vests
20080209,SO63414,2,1,63.5,2/9/2008,"Classic Vest, S",Vests
20080210,SO63489,4,1,63.5,2/10/2008,"Classic Vest, S",Vests
20080212,SO63578,3,1,63.5,2/12/2008,"Classic Vest, S",Vests
20080212,SO63589,2,1,63.5,2/12/2008,"Classic Vest, S",Vests
20080213,SO63630,3,1,63.5,2/13/2008,"Classic Vest, S",Vests
20080213,SO63637,4,1,63.5,2/13/2008,"Classic Vest, S",Vests
20080214,SO63726,2,1,63.5,2/14/2008,"Classic Vest, S",Vests
20080216,SO63852,2,1,63.5,2/16/2008,"Classic Vest, S",Vests
20080223,SO64294,3,1,63.5,2/23/2008,"Classic Vest, S",Vests
20080226,SO64508,4,1,63.5,2/26/2008,"Classic Vest, S",Vests
20080307,SO65138,3,1,63.5,3/7/2008,"Classic Vest, S",Vests
20080309,SO65415,2,1,63.5,3/9/2008,"Classic Vest, S",Vests
20080311,SO65533,3,1,63.5,3/11/2008,"Classic Vest, S",Vests
20080318,SO65957,2,1,63.5,3/18/2008,"Classic Vest, S",Vests
20080321,SO66193,2,1,63.5,3/21/2008,"Classic Vest, S",Vests
20080322,SO66218,3,1,63.5,3/22/2008,"Classic Vest, S",Vests
20080323,SO66309,2,1,63.5,3/23/2008,"Classic Vest, S",Vests
20080325,SO66418,4,1,63.5,3/25/2008,"Classic Vest, S",Vests
20080330,SO66723,2,1,63.5,3/30/2008,"Classic Vest, S",Vests
20080403,SO66995,5,1,63.5,4/3/2008,"Classic Vest, S",Vests
20080410,SO67483,4,1,63.5,4/10/2008,"Classic Vest, S",Vests
20080410,SO67546,4,1,63.5,4/10/2008,"Classic Vest, S",Vests
20080411,SO67633,4,1,63.5,4/11/2008,"Classic Vest, S",Vests
20080413,SO67707,3,1,63.5,4/13/2008,"Classic Vest, S",Vests
20080417,SO68023,4,1,63.5,4/17/2008,"Classic Vest, S",Vests
20080419,SO68109,5,1,63.5,4/19/2008,"Classic Vest, S",Vests
20080419,SO68116,2,1,63.5,4/19/2008,"Classic Vest, S",Vests
20080421,SO68225,2,1,63.5,4/21/2008,"Classic Vest, S",Vests
20080422,SO68267,2,1,63.5,4/22/2008,"Classic Vest, S",Vests
20080425,SO68491,2,1,63.5,4/25/2008,"Classic Vest, S",Vests
20080426,SO68597,3,1,63.5,4/26/2008,"Classic Vest, S",Vests
20080428,SO68702,2,1,63.5,4/28/2008,"Classic Vest, S",Vests
20080430,SO68862,4,1,63.5,4/30/2008,"Classic Vest, S",Vests
20080430,SO68883,2,1,63.5,4/30/2008,"Classic Vest, S",Vests
20080504,SO69127,2,1,63.5,5/4/2008,"Classic Vest, S",Vests
20080505,SO69191,3,1,63.5,5/5/2008,"Classic Vest, S",Vests
20080507,SO69371,5,1,63.5,5/7/2008,"Classic Vest, S",Vests
20080508,SO69608,2,1,63.5,5/8/2008,"Classic Vest, S",Vests
20080508,SO69617,4,1,63.5,5/8/2008,"Classic Vest, S",Vests
20080509,SO69715,3,1,63.5,5/9/2008,"Classic Vest, S",Vests
20080511,SO69838,3,1,63.5,5/11/2008,"Classic Vest, S",Vests
20080511,SO69862,3,1,63.5,5/11/2008,"Classic Vest, S",Vests
20080512,SO69894,2,1,63.5,5/12/2008,"Classic Vest, S",Vests
20080513,SO69979,2,1,63.5,5/13/2008,"Classic Vest, S",Vests
20080514,SO70061,3,1,63.5,5/14/2008,"Classic Vest, S",Vests
20080515,SO70130,5,1,63.5,5/15/2008,"Classic Vest, S",Vests
20080516,SO70214,3,1,63.5,5/16/2008,"Classic Vest, S",Vests
20080519,SO70377,3,1,63.5,5/19/2008,"Classic Vest, S",Vests
20080519,SO70384,3,1,63.5,5/19/2008,"Classic Vest, S",Vests
20080519,SO70399,2,1,63.5,5/19/2008,"Classic Vest, S",Vests
20080519,SO70451,4,1,63.5,5/19/2008,"Classic Vest, S",Vests
20080520,SO70498,3,1,63.5,5/20/2008,"Classic Vest, S",Vests
20080521,SO70547,2,1,63.5,5/21/2008,"Classic Vest, S",Vests
20080522,SO70655,3,1,63.5,5/22/2008,"Classic Vest, S",Vests
20080527,SO70942,3,1,63.5,5/27/2008,"Classic Vest, S",Vests
20080527,SO70962,2,1,63.5,5/27/2008,"Classic Vest, S",Vests
20080527,SO70991,4,1,63.5,5/27/2008,"Classic Vest, S",Vests
20080530,SO71215,2,1,63.5,5/30/2008,"Classic Vest, S",Vests
20080531,SO71246,6,1,63.5,5/31/2008,"Classic Vest, S",Vests
20080601,SO71317,4,1,63.5,6/1/2008,"Classic Vest, S",Vests
20080606,SO71625,2,1,63.5,6/6/2008,"Classic Vest, S",Vests
20080607,SO71761,3,1,63.5,6/7/2008,"Classic Vest, S",Vests
20080609,SO72011,5,1,63.5,6/9/2008,"Classic Vest, S",Vests
20080609,SO72042,3,1,63.5,6/9/2008,"Classic Vest, S",Vests
20080614,SO72411,4,1,63.5,6/14/2008,"Classic Vest, S",Vests
20080616,SO72555,5,1,63.5,6/16/2008,"Classic Vest, S",Vests
20080622,SO72971,3,1,63.5,6/22/2008,"Classic Vest, S",Vests
20080626,SO73277,2,1,63.5,6/26/2008,"Classic Vest, S",Vests
20080629,SO73570,5,1,63.5,6/29/2008,"Classic Vest, S",Vests
20080629,SO73571,2,1,63.5,6/29/2008,"Classic Vest, S",Vests
20080701,SO73699,3,1,63.5,7/1/2008,"Classic Vest, S",Vests
20080705,SO73998,3,1,63.5,7/5/2008,"Classic Vest, S",Vests
20080707,SO74125,3,1,63.5,7/7/2008,"Classic Vest, S",Vests
20080707,SO74141,2,1,63.5,7/7/2008,"Classic Vest, S",Vests
20080708,SO74162,2,1,63.5,7/8/2008,"Classic Vest, S",Vests
20080710,SO74245,4,1,63.5,7/10/2008,"Classic Vest, S",Vests
20080713,SO74306,3,1,63.5,7/13/2008,"Classic Vest, S",Vests
20080713,SO74319,3,1,63.5,7/13/2008,"Classic Vest, S",Vests
20080715,SO74400,3,1,63.5,7/15/2008,"Classic Vest, S",Vests
20080729,SO74828,3,1,63.5,7/29/2008,"Classic Vest, S",Vests
20080729,SO74838,2,1,63.5,7/29/2008,"Classic Vest, S",Vests
20080806,SO75066,3,1,63.5,8/6/2008,"Classic Vest, S",Vests
20080807,SO75109,2,1,63.5,8/7/2008,"Classic Vest, S",Vests
20080106,SO61073,3,1,69.99,1/6/2008,"Women's Mountain Shorts, L",Shorts
20080112,SO61488,3,1,69.99,1/12/2008,"Women's Mountain Shorts, M",Shorts
20080123,SO62211,3,1,69.99,1/23/2008,"Women's Mountain Shorts, M",Shorts
20080307,SO65150,3,1,69.99,3/7/2008,"Women's Mountain Shorts, M",Shorts
20080422,SO68322,3,1,69.99,4/22/2008,"Women's Mountain Shorts, M",Shorts
20080510,SO69764,3,1,69.99,5/10/2008,"Women's Mountain Shorts, S",Shorts
20080522,SO70641,3,1,69.99,5/22/2008,"Women's Mountain Shorts, S",Shorts
20080618,SO72696,3,1,69.99,6/18/2008,"Women's Mountain Shorts, M",Shorts
20080706,SO74066,3,1,69.99,7/6/2008,"Women's Mountain Shorts, S",Shorts
20080101,SO60697,2,1,69.99,1/1/2008,"Women's Mountain Shorts, L",Shorts
20080101,SO60729,2,1,69.99,1/1/2008,"Women's Mountain Shorts, L",Shorts
20080101,SO60731,2,1,69.99,1/1/2008,"Women's Mountain Shorts, L",Shorts
20080106,SO61033,2,1,69.99,1/6/2008,"Women's Mountain Shorts, L",Shorts
20080107,SO61129,2,1,69.99,1/7/2008,"Women's Mountain Shorts, M",Shorts
20080108,SO61274,2,1,69.99,1/8/2008,"Women's Mountain Shorts, M",Shorts
20080112,SO61538,2,1,69.99,1/12/2008,"Women's Mountain Shorts, S",Shorts
20080115,SO61661,2,1,69.99,1/15/2008,"Women's Mountain Shorts, L",Shorts
20080115,SO61710,2,1,69.99,1/15/2008,"Women's Mountain Shorts, S",Shorts
20080115,SO61711,2,1,69.99,1/15/2008,"Women's Mountain Shorts, M",Shorts
20080116,SO61746,2,1,69.99,1/16/2008,"Women's Mountain Shorts, M",Shorts
20080118,SO61901,2,1,69.99,1/18/2008,"Women's Mountain Shorts, M",Shorts
20080120,SO62001,2,1,69.99,1/20/2008,"Women's Mountain Shorts, S",Shorts
